Program Time [s],AccX,AccY,AccZ
2572.59,741.21,403.81,541.99
2572.62,743.65,423.34,535.16
2572.66,739.75,430.66,537.6
2572.69,741.21,406.74,533.2
2572.72,748.05,411.62,554.69
2572.76,735.35,402.34,546.87
2572.79,738.77,421.87,529.79
2572.83,738.77,422.36,541.99
2572.86,746.09,415.04,543.46
2572.89,743.16,417.48,540.53
2572.93,736.82,409.67,542.48
2572.96,740.72,417.97,551.27
2573,737.79,420.9,551.76
2573.03,738.28,412.11,543.95
2573.06,740.23,406.74,537.11
2573.1,740.23,419.92,540.53
2573.13,745.61,424.8,543.46
2573.17,738.77,417.97,538.57
2573.2,736.82,414.55,548.83
2573.23,734.37,411.13,544.92
2573.27,746.58,412.6,536.13
2573.3,742.19,415.53,527.34
2573.33,744.14,412.11,540.53
2573.37,752.93,418.46,546.87
2573.4,734.86,425.78,531.74
2573.44,763.67,405.76,545.9
2573.47,744.63,414.55,550.29
2573.5,717.29,410.16,545.41
2573.54,740.23,411.62,539.06
2573.57,740.23,400.39,527.83
2573.61,736.82,415.53,542.48
2573.64,750.98,424.8,537.11
2573.67,741.7,412.11,536.13
2573.71,754.88,421.87,550.78
2573.74,744.14,424.8,546.39
2573.78,748.05,420.9,534.67
2573.81,745.61,422.85,552.25
2573.84,746.09,403.32,549.8
2573.88,737.79,413.09,526.37
2573.91,740.72,419.43,532.71
2573.94,727.05,408.2,542.48
2573.98,738.28,396,544.43
2574.01,742.19,396.48,537.6
2574.05,742.68,433.11,547.36
2574.08,743.65,424.32,544.92
2574.11,741.21,422.85,540.04
2574.15,747.07,405.76,536.62
2574.18,736.82,409.18,544.92
2574.22,722.66,421.87,548.34
2574.25,735.35,418.95,540.53
2574.28,734.86,416.02,539.55
2574.32,735.35,415.53,528.81
2574.35,736.33,412.6,537.6
2574.39,740.23,415.53,539.55
2574.42,741.7,419.92,535.64
2574.45,738.77,414.55,541.99
2574.49,730.96,412.6,536.13
2574.52,739.26,412.11,541.5
2574.55,748.54,417.48,539.06
2574.59,734.86,421.39,548.34
2574.62,737.3,422.85,543.95
2574.66,733.4,418.46,539.55
2574.69,742.68,411.13,549.8
2574.72,742.68,413.09,541.5
2574.76,738.77,420.9,537.11
2574.79,735.35,410.16,533.2
2574.83,733.89,418.46,549.8
2574.86,733.4,419.43,548.83
2574.89,742.68,417.48,542.48
2574.93,743.16,414.06,550.78
2574.96,740.72,404.3,548.34
2575,741.7,412.11,536.13
2575.03,732.91,414.55,544.92
2575.06,747.56,426.76,537.11
2575.1,721.68,418.46,557.62
2575.13,732.42,426.76,550.78
2575.17,740.72,411.62,538.57
2575.2,747.56,405.76,550.78
2575.23,731.93,412.11,544.92
2575.27,734.86,413.09,543.95
2575.3,734.37,418.46,545.9
2575.33,746.58,419.43,544.92
2575.37,740.72,407.23,542.48
2575.4,741.7,408.2,545.9
2575.44,738.28,419.43,557.62
2575.47,733.89,422.36,537.6
2575.5,746.09,421.39,541.5
2575.54,732.42,423.83,544.43
2575.57,746.09,420.41,544.43
2575.61,743.16,411.62,544.43
2575.64,739.75,430.18,545.9
2575.67,746.58,408.69,542.97
2575.71,736.33,416.99,545.9
2575.74,731.93,414.55,541.5
2575.77,731.45,410.16,548.34
2575.81,741.21,402.34,551.27
2575.84,730.47,413.57,550.29
2575.88,749.02,415.04,541.02
2575.91,735.84,409.18,540.53
2575.94,729,411.13,542.48
2575.98,740.72,422.36,547.36
2576.01,742.68,416.99,544.43
2576.05,750.98,414.55,549.32
2576.08,751.46,416.99,537.6
2576.11,734.86,407.23,551.27
2576.15,745.12,418.95,541.99
2576.18,743.16,415.53,549.32
2576.22,731.45,408.2,548.34
2576.25,730.96,416.02,542.97
2576.28,739.75,417.97,542.97
2576.32,750.49,416.99,549.8
2576.35,734.86,417.48,531.74
2576.39,743.16,416.99,552.25
2576.42,728.52,409.18,541.5
2576.45,754.39,411.62,551.27
2576.49,728.03,411.13,543.95
2576.52,742.68,422.85,539.06
2576.55,735.35,402.83,538.57
2576.59,731.93,405.27,557.13
2576.62,734.86,419.92,556.15
2576.66,734.37,439.45,539.55
2576.69,732.42,418.95,532.23
2576.72,749.51,397.46,551.27
2576.76,732.91,414.55,542.48
2576.79,728.52,432.62,541.99
2576.83,748.54,407.23,537.6
2576.86,746.09,416.02,547.85
2576.89,737.79,409.67,547.36
2576.93,746.09,419.43,540.04
2576.96,736.82,405.76,544.92
2576.99,740.23,420.9,541.99
2577.03,730.96,415.04,549.32
2577.06,732.91,402.34,558.11
2577.1,738.28,406.74,548.83
2577.13,750.98,416.99,541.99
2577.16,744.63,410.16,533.69
2577.2,738.77,409.67,542.48
2577.23,745.12,411.62,547.36
2577.27,743.65,401.86,531.74
2577.3,747.07,407.23,552.25
2577.33,745.61,419.43,560.06
2577.37,733.4,406.74,539.06
2577.4,728.03,411.62,531.74
2577.44,734.86,407.71,542.48
2577.47,743.16,420.9,541.5
2577.5,733.89,425.78,542.48
2577.54,730.47,411.62,544.43
2577.57,749.51,413.09,541.99
2577.6,748.05,404.3,542.97
2577.64,739.26,407.71,541.99
2577.67,732.91,411.62,537.6
2577.71,733.89,404.3,538.09
2577.74,727.05,419.92,535.64
2577.77,741.7,405.76,546.39
2577.81,743.16,417.97,540.04
2577.84,732.91,409.18,534.67
2577.88,734.86,418.95,538.09
2577.91,750.49,412.6,541.02
2577.94,731.45,412.11,541.5
2577.98,756.84,416.02,541.02
2578.01,739.75,416.5,541.99
2578.05,729.49,400.88,549.8
2578.08,736.82,420.9,542.97
2578.11,750.98,422.85,539.55
2578.15,745.12,412.11,541.99
2578.18,740.72,426.76,546.39
2578.21,729.49,416.5,547.85
2578.25,742.68,419.92,558.11
2578.28,734.37,415.53,532.23
2578.32,736.33,402.83,546.39
2578.35,746.09,396.48,549.32
2578.38,741.21,418.46,531.74
2578.42,742.19,417.97,534.18
2578.45,742.68,415.53,559.57
2578.49,737.79,412.11,543.95
2578.52,732.42,424.8,538.57
2578.55,727.05,420.9,535.64
2578.59,743.16,416.99,546.87
2578.62,738.77,410.64,543.46
2578.66,742.68,412.11,541.5
2578.69,727.05,411.13,539.55
2578.72,746.09,413.09,545.41
2578.76,730.96,415.04,532.71
2578.79,742.68,413.57,542.48
2578.82,735.84,406.74,555.66
2578.86,742.19,419.43,547.85
2578.89,742.19,425.29,550.78
2578.93,759.28,423.34,527.83
2578.96,745.12,403.81,527.83
2578.99,744.63,419.92,539.06
2579.03,736.82,409.18,537.6
2579.06,750.98,426.27,544.43
2579.1,759.28,415.53,536.62
2579.13,735.35,414.55,534.18
2579.16,736.82,407.23,543.95
2579.2,744.14,421.87,537.11
2579.23,735.84,411.62,536.62
2579.27,749.51,406.74,541.5
2579.3,737.3,400.88,545.9
2579.33,762.21,412.6,544.43
2579.37,744.14,410.64,538.57
2579.4,744.63,417.48,534.67
2579.44,733.4,419.43,537.6
2579.47,741.21,419.43,539.06
2579.5,737.79,421.87,551.27
2579.54,727.05,409.18,536.13
2579.57,736.82,408.69,540.53
2579.6,740.23,426.27,545.9
2579.64,729.98,432.13,538.09
2579.67,737.3,399.9,538.09
2579.71,750.49,399.9,539.55
2579.74,733.4,417.48,544.92
2579.77,760.25,407.23,541.5
2579.81,741.7,408.2,559.08
2579.84,740.72,409.67,540.53
2579.88,727.54,416.5,535.16
2579.91,743.16,412.11,539.06
2579.94,741.7,415.53,548.34
2579.98,739.75,421.39,550.78
2580.01,742.19,419.92,548.34
2580.05,739.75,420.41,541.99
2580.08,730.47,409.67,536.13
2580.11,740.72,420.41,540.53
2580.15,734.37,408.2,538.09
2580.18,743.65,407.71,534.18
2580.21,742.68,403.81,541.5
2580.25,735.35,409.18,546.39
2580.28,743.65,422.85,546.39
2580.32,734.37,421.39,536.13
2580.35,740.23,402.83,547.85
2580.38,757.32,401.86,545.41
2580.42,737.3,413.09,548.83
2580.45,740.23,412.11,543.46
2580.49,744.14,406.74,532.23
2580.52,737.79,412.6,544.92
2580.55,746.09,403.32,542.48
2580.59,735.35,410.64,546.87
2580.62,745.61,422.36,539.55
2580.66,734.37,415.53,535.16
2580.69,739.75,411.62,557.13
2580.72,731.45,414.06,557.13
2580.76,748.05,413.57,532.23
2580.79,746.09,407.71,541.99
2580.82,742.19,402.34,535.16
2580.86,745.12,411.62,547.85
2580.89,743.65,413.09,539.06
2580.93,731.45,407.23,543.95
2580.96,726.56,407.71,547.85
2580.99,734.37,404.3,544.92
2581.03,732.91,434.08,547.85
2581.06,747.56,416.5,532.71
2581.1,741.7,414.06,542.48
2581.13,741.7,410.16,552.73
2581.16,734.37,408.69,544.92
2581.2,729,413.57,541.5
2581.23,746.09,399.9,546.39
2581.27,740.23,398.93,545.9
2581.3,747.56,410.16,538.09
2581.33,731.93,427.25,538.57
2581.37,743.16,404.79,545.41
2581.4,741.7,421.39,554.69
2581.43,728.52,419.92,550.78
2581.47,746.09,417.97,541.02
2581.5,739.26,415.53,547.36
2581.54,728.52,423.83,535.64
2581.57,747.07,413.57,553.71
2581.6,751.46,421.39,547.85
2581.64,734.37,407.71,557.13
2581.67,747.07,419.92,537.11
2581.71,730.96,417.97,539.55
2581.74,736.82,416.99,533.2
2581.77,746.58,421.87,534.67
2581.81,735.84,425.78,540.04
2581.84,741.7,422.36,544.43
2581.88,752.44,414.06,541.5
2581.91,748.54,409.18,541.5
2581.94,748.05,423.83,544.92
2581.98,735.84,421.39,536.62
2582.01,736.33,416.02,539.06
2582.04,727.05,412.6,548.83
2582.08,748.05,405.27,545.9
2582.11,738.77,421.39,545.41
2582.15,728.52,422.36,541.5
2582.18,736.33,403.81,542.97
2582.21,736.82,417.48,541.99
2582.25,747.56,414.55,542.48
2582.28,742.68,415.53,543.46
2582.32,732.42,407.71,526.86
2582.35,751.46,421.87,548.83
2582.38,746.58,416.02,543.95
2582.42,742.19,408.69,544.92
2582.45,748.54,415.04,551.76
2582.49,732.91,414.06,547.85
2582.52,745.61,411.13,539.06
2582.55,733.4,423.83,540.04
2582.59,741.21,420.41,550.29
2582.62,736.33,404.79,546.39
2582.65,731.93,416.02,540.04
2582.69,738.77,400.39,545.9
2582.72,748.05,411.62,539.55
2582.76,722.17,409.67,541.02
2582.79,737.3,415.53,539.55
2582.82,718.26,403.81,541.99
2582.86,749.51,419.43,557.13
2582.89,749.51,417.48,548.83
2582.93,735.84,416.5,538.09
2582.96,739.75,416.02,539.55
2582.99,765.14,433.59,531.74
2583.03,732.42,403.81,542.97
2583.06,741.7,420.41,557.13
2583.09,740.23,414.06,544.43
2583.13,737.3,409.18,531.74
2583.16,728.52,414.06,549.32
2583.2,723.63,417.97,547.36
2583.23,747.07,413.09,533.69
2583.26,740.72,423.83,538.57
2583.3,732.91,412.11,547.85
2583.33,748.05,414.06,548.34
2583.37,717.29,409.18,544.43
2583.4,735.35,402.34,547.85
2583.43,740.72,397.46,552.73
2583.47,757.32,415.04,543.95
2583.5,730.47,416.5,530.76
2583.54,750,425.29,538.57
2583.57,734.86,410.16,559.08
2583.6,727.05,425.29,541.5
2583.64,739.75,429.69,544.92
2583.67,736.33,407.71,550.78
2583.71,744.14,419.43,551.27
2583.74,738.28,410.16,546.39
2583.77,746.58,412.6,544.92
2583.81,733.89,399.9,540.53
2583.84,744.63,412.11,550.29
2583.87,731.93,405.27,550.29
2583.91,746.09,418.95,547.36
2583.94,733.89,411.13,546.39
2583.98,741.21,425.29,543.95
2584.01,736.33,407.71,536.13
2584.04,745.12,408.2,537.6
2584.08,732.42,422.85,559.08
2584.11,736.33,416.5,541.5
2584.15,741.21,418.46,532.23
2584.18,738.28,408.2,549.32
2584.21,728.52,409.67,545.9
2584.25,742.19,415.53,536.13
2584.28,740.23,413.57,541.02
2584.32,728.03,413.57,547.85
2584.35,738.77,405.76,536.13
2584.38,734.37,404.3,539.06
2584.42,743.65,412.11,540.04
2584.45,742.68,405.27,534.18
2584.48,727.54,410.64,548.83
2584.52,742.68,427.73,551.27
2584.55,728.03,420.9,546.87
2584.59,740.72,401.86,539.55
2584.62,741.21,417.97,540.04
2584.65,741.7,411.62,550.29
2584.69,733.89,418.46,540.53
2584.72,739.75,427.73,539.55
2584.76,752.44,419.92,548.83
2584.79,725.1,432.62,541.02
2584.82,738.77,405.27,540.04
2584.86,738.77,410.64,534.18
2584.89,748.05,421.87,541.02
2584.93,730.47,407.71,532.71
2584.96,741.21,424.32,538.57
2584.99,732.91,421.87,544.92
2585.03,734.37,411.13,539.55
2585.06,735.35,407.23,540.04
2585.09,734.37,409.18,537.6
2585.13,739.26,408.69,534.18
2585.16,730.47,406.25,540.53
2585.2,743.16,416.5,540.04
2585.23,753.91,413.57,543.46
2585.26,754.39,419.92,530.27
2585.3,744.14,402.83,541.02
2585.33,756.84,426.76,547.36
2585.37,726.07,414.06,537.6
2585.4,746.58,413.09,552.25
2585.43,736.82,405.76,535.64
2585.47,737.3,425.29,543.95
2585.5,733.89,408.69,544.43
2585.54,741.7,418.46,537.11
2585.57,735.35,419.43,546.39
2585.6,741.21,417.97,539.06
2585.64,742.68,421.87,545.9
2585.67,737.3,420.9,546.39
2585.7,739.75,413.57,532.71
2585.74,728.52,414.06,538.57
2585.77,734.86,413.09,544.43
2585.81,739.75,424.8,539.55
2585.84,743.16,413.09,539.55
2585.87,736.33,416.02,547.85
2585.91,744.63,416.5,534.67
2585.94,728.52,407.71,543.95
2585.98,742.19,416.02,537.6
2586.01,747.07,423.83,545.9
2586.04,733.4,411.13,534.67
2586.08,739.75,418.46,534.18
2586.11,738.28,406.25,527.34
2586.15,738.28,415.04,529.79
2586.18,751.95,406.25,545.9
2586.21,747.07,414.55,538.09
2586.25,742.68,404.3,547.85
2586.28,750,413.09,555.66
2586.31,727.54,425.78,540.04
2586.35,748.05,420.41,544.43
2586.38,745.12,413.09,544.43
2586.42,746.58,423.34,538.09
2586.45,734.37,425.78,556.15
2586.48,739.75,421.87,541.5
2586.52,738.77,412.11,533.69
2586.55,744.14,405.76,544.92
2586.59,746.09,409.18,545.41
2586.62,733.89,403.81,543.95
2586.65,741.21,416.5,541.99
2586.69,742.19,426.76,548.34
2586.72,739.26,417.97,540.04
2586.76,732.42,408.69,551.27
2586.79,741.7,412.11,550.78
2586.82,741.21,411.62,542.97
2586.86,742.68,414.06,540.53
2586.89,739.26,409.18,550.78
2586.92,725.1,418.46,545.41
2586.96,744.14,420.41,542.48
2586.99,744.63,418.46,543.46
2587.03,734.86,398.93,549.8
2587.06,741.21,411.62,538.09
2587.09,729.98,410.16,539.06
2587.13,732.91,419.92,539.55
2587.16,730.96,417.48,535.64
2587.2,731.93,407.71,528.81
2587.23,746.58,425.29,533.2
2587.26,746.09,412.6,539.06
2587.3,741.7,413.57,537.11
2587.33,730.47,418.46,546.39
2587.37,740.23,403.32,544.92
2587.4,747.07,399.41,538.09
2587.43,732.42,421.87,543.46
2587.47,734.86,426.27,545.41
2587.5,739.26,419.92,549.32
2587.53,747.07,413.57,549.32
2587.57,744.14,412.6,537.6
2587.6,735.84,430.66,550.78
2587.64,739.75,416.5,546.39
2587.67,741.7,416.02,533.69
2587.7,734.37,402.83,541.99
2587.74,733.4,411.62,542.97
2587.77,737.3,416.5,549.8
2587.81,741.7,414.55,550.78
2587.84,736.33,410.64,543.46
2587.87,736.82,422.36,541.99
2587.91,733.89,420.41,537.6
2587.94,752.44,413.09,534.67
2587.98,748.05,408.2,547.85
2588.01,742.68,422.36,552.73
2588.04,735.35,415.04,530.76
2588.08,729.98,403.81,534.67
2588.11,746.58,411.62,548.34
2588.15,740.23,416.5,545.41
2588.18,731.45,413.57,526.86
2588.21,741.21,412.11,537.11
2588.25,725.59,418.95,539.06
2588.28,741.21,400.88,542.48
2588.31,742.19,402.83,536.62
2588.35,736.33,422.36,542.48
2588.38,740.72,413.09,549.32
2588.42,741.7,413.09,542.48
2588.45,742.19,399.41,539.55
2588.48,741.21,416.5,539.06
2588.52,749.02,427.25,534.18
2588.55,742.68,420.41,548.34
2588.59,754.88,414.55,536.13
2588.62,744.14,402.83,542.48
2588.65,739.75,421.87,548.34
2588.69,745.12,420.41,539.55
2588.72,738.28,415.04,550.29
2588.76,747.56,437.5,537.6
2588.79,741.21,405.27,545.41
2588.82,738.28,425.29,538.57
2588.86,739.75,405.76,546.87
2588.89,733.4,410.64,531.74
2588.92,743.65,405.76,546.87
2588.96,733.4,425.29,550.29
2588.99,742.68,414.55,541.02
2589.03,751.46,414.06,537.11
2589.06,742.68,419.43,537.11
2589.09,729.49,421.87,541.99
2589.13,738.77,406.74,553.22
2589.16,734.37,413.57,536.13
2589.2,737.79,413.57,548.34
2589.23,742.19,417.97,549.8
2589.26,737.79,430.66,549.32
2589.3,741.7,416.5,538.57
2589.33,737.79,419.92,550.78
2589.36,742.68,421.39,537.11
2589.4,745.61,407.71,533.69
2589.43,732.91,408.2,542.97
2589.47,738.28,421.87,538.09
2589.5,732.42,429.2,535.64
2589.53,733.4,409.18,538.57
2589.57,734.86,411.13,533.69
2589.6,741.7,398.93,533.69
2589.64,759.77,406.74,546.39
2589.67,744.63,410.64,542.97
2589.7,750.98,413.57,536.13
2589.74,751.95,410.64,539.06
2589.77,740.23,414.55,538.57
2589.81,729.49,408.2,557.13
2589.84,735.35,429.69,534.67
2589.87,731.45,418.46,542.48
2589.91,742.19,397.95,539.06
2589.94,735.84,427.25,548.34
2589.98,722.17,408.69,529.3
2590.01,746.09,408.69,541.02
2590.04,749.02,428.22,549.32
2590.08,744.14,419.43,545.41
2590.11,737.3,419.92,538.57
2590.14,732.91,417.97,545.41
2590.18,744.14,417.48,542.48
2590.21,752.93,410.64,553.71
2590.25,739.26,411.62,546.39
2590.28,741.21,413.57,547.85
2590.31,729.98,414.06,534.18
2590.35,730.47,395.02,535.16
2590.38,743.16,409.18,548.34
2590.42,750.98,412.6,541.99
2590.45,749.51,421.39,547.85
2590.48,753.91,413.57,552.25
2590.52,738.77,430.18,543.46
2590.55,745.61,404.79,538.57
2590.59,741.7,405.76,538.57
2590.62,728.03,416.02,546.87
2590.65,738.28,414.06,544.43
2590.69,744.14,421.39,545.41
2590.72,741.7,414.55,542.97
2590.75,736.82,407.71,540.04
2590.79,739.26,413.09,546.39
2590.82,730.96,416.5,547.36
2590.86,742.68,423.83,541.99
2590.89,738.77,416.5,544.43
2590.92,741.21,414.06,533.69
2590.96,754.88,415.53,535.64
2590.99,741.7,395.51,547.85
2591.03,740.72,416.02,549.32
2591.06,740.23,401.86,545.9
2591.09,733.4,412.11,535.64
2591.13,738.77,410.64,529.3
2591.16,741.21,415.53,541.02
2591.2,745.12,415.04,545.41
2591.23,741.21,423.34,543.46
2591.26,738.28,416.02,541.5
2591.3,742.19,422.36,547.85
2591.33,737.79,416.02,542.97
2591.36,727.54,415.53,543.46
2591.4,746.58,405.27,542.97
2591.43,748.05,415.53,551.27
2591.47,731.45,417.97,549.32
2591.5,739.26,422.85,541.99
2591.53,748.05,405.76,541.02
2591.57,735.35,412.6,539.55
2591.6,734.37,422.85,533.2
2591.64,745.12,426.76,538.09
2591.67,730.47,409.67,535.16
2591.7,752.93,405.76,536.62
2591.74,736.33,418.95,553.22
2591.77,730.96,413.09,545.41
2591.81,731.93,410.16,534.67
2591.84,742.19,406.25,548.34
2591.87,736.33,402.34,536.13
2591.91,728.03,426.76,531.25
2591.94,736.82,411.62,533.69
2591.97,744.63,433.11,534.67
2592.01,740.72,425.78,542.48
2592.04,740.23,417.97,545.41
2592.08,730.47,408.2,541.99
2592.11,737.3,410.16,538.57
2592.14,750.98,414.55,532.23
2592.18,734.86,411.13,544.43
2592.21,739.26,430.66,549.8
2592.25,732.42,417.48,538.09
2592.28,750.49,399.9,547.85
2592.31,751.46,412.6,545.9
2592.35,728.03,429.69,552.25
2592.38,730.47,419.43,539.55
2592.42,748.54,415.53,531.25
2592.45,742.68,407.23,546.39
2592.48,733.4,413.57,536.62
2592.52,747.07,418.46,532.23
2592.55,743.65,419.43,544.92
2592.58,740.72,405.76,559.57
2592.62,756.84,412.6,530.76
2592.65,740.72,415.04,537.11
2592.69,747.56,416.99,538.57
2592.72,728.03,408.2,542.48
2592.75,736.33,407.23,539.55
2592.79,738.77,416.02,541.5
2592.82,747.07,408.69,545.9
2592.86,733.89,414.06,546.39
2592.89,741.7,412.11,541.02
2592.92,734.86,420.41,542.97
2592.96,726.56,425.29,544.43
2592.99,732.42,399.41,530.27
2593.03,745.61,412.6,538.09
2593.06,736.82,410.64,542.48
2593.09,739.75,413.09,537.6
2593.13,747.56,408.69,540.04
2593.16,738.77,414.55,539.55
2593.19,737.79,403.32,538.57
2593.23,739.26,409.18,541.99
2593.26,738.28,410.16,540.04
2593.3,748.05,405.27,539.55
2593.33,727.54,427.73,540.04
2593.36,738.28,416.99,547.36
2593.4,736.82,417.97,540.04
2593.43,733.89,401.86,550.78
2593.47,727.54,426.76,550.29
2593.5,727.05,406.74,538.09
2593.53,732.42,416.99,548.83
2593.57,735.84,410.16,552.73
2593.6,745.61,415.53,536.13
2593.64,744.63,405.76,542.97
2593.67,729,421.87,545.9
2593.7,733.89,424.32,539.06
2593.74,725.1,409.18,541.99
2593.77,746.09,409.67,540.53
2593.8,741.7,409.18,537.6
2593.84,742.68,435.55,542.48
2593.87,740.72,403.32,543.95
2593.91,748.05,412.11,544.92
2593.94,750,409.18,550.78
2593.97,738.28,421.39,544.92
2594.01,734.37,407.71,542.48
2594.04,744.63,397.46,536.13
2594.08,727.54,412.6,546.87
2594.11,729,418.95,545.41
2594.14,743.65,426.76,546.39
2594.18,744.14,418.46,541.99
2594.21,739.26,402.34,544.92
2594.25,736.33,408.2,556.64
2594.28,747.07,414.55,551.76
2594.31,738.28,421.87,548.83
2594.35,734.86,410.16,541.99
2594.38,737.79,407.23,538.09
2594.41,731.93,416.99,549.8
2594.45,743.65,411.62,536.62
2594.48,745.61,416.5,544.43
2594.52,730.96,415.04,533.69
2594.55,743.16,416.02,548.83
2594.58,738.28,401.86,550.78
2594.62,737.3,409.67,551.76
2594.65,738.77,408.69,531.74
2594.69,754.88,414.06,539.55
2594.72,733.89,416.5,540.04
2594.75,749.51,407.71,530.27
2594.79,739.75,421.87,542.48
2594.82,742.68,418.95,544.43
2594.86,740.23,410.16,543.46
2594.89,746.58,412.11,537.11
2594.92,747.07,418.95,547.36
2594.96,746.58,405.27,547.36
2594.99,741.21,422.36,545.9
2595.02,736.82,416.02,552.25
2595.06,741.21,417.48,538.57
2595.09,742.19,419.43,550.29
2595.13,728.52,415.04,538.57
2595.16,743.65,410.64,541.02
2595.19,732.91,416.99,552.25
2595.23,741.7,408.69,537.11
2595.26,741.21,403.32,546.87
2595.3,745.12,401.37,546.87
2595.33,739.26,414.55,541.99
2595.36,738.77,408.69,542.48
2595.4,747.07,406.25,553.22
2595.43,738.28,421.87,539.06
2595.47,734.86,419.43,542.97
2595.5,740.72,414.55,543.46
2595.53,734.37,414.55,551.76
2595.57,742.68,417.48,540.53
2595.6,744.63,410.16,538.09
2595.63,720.7,414.06,545.41
2595.67,753.91,410.64,545.9
2595.7,734.86,410.64,540.53
2595.74,747.56,409.67,544.92
2595.77,745.12,419.43,543.46
2595.8,751.95,414.55,546.87
2595.84,744.63,408.2,552.73
2595.87,748.05,419.43,537.6
2595.91,729,415.04,543.46
2595.94,740.72,415.04,548.34
2595.97,733.4,411.13,539.55
2596.01,744.63,424.32,552.25
2596.04,750,409.18,546.39
2596.08,748.05,406.25,540.04
2596.11,742.68,401.86,546.87
2596.14,736.33,414.06,540.53
2596.18,740.72,410.16,540.53
2596.21,736.33,412.6,550.29
2596.25,735.35,420.41,555.66
2596.28,739.75,405.76,547.36
2596.31,745.61,414.06,534.67
2596.35,753.91,407.71,546.87
2596.38,742.68,411.13,548.83
2596.41,743.65,406.25,537.6
2596.45,734.37,419.43,543.95
2596.48,748.54,412.6,539.55
2596.52,738.77,416.5,543.95
2596.55,741.7,423.34,536.13
2596.58,730.47,420.41,546.39
2596.62,736.33,418.46,537.6
2596.65,739.26,415.04,562.01
2596.69,727.05,410.16,530.27
2596.72,743.65,412.11,547.85
2596.75,721.68,411.62,540.04
2596.79,751.46,409.67,545.41
2596.82,743.65,429.69,536.13
2596.85,741.7,419.92,550.78
2596.89,742.68,422.85,542.48
2596.92,739.75,425.78,546.87
2596.96,745.12,416.99,552.73
2596.99,737.3,422.36,540.04
2597.02,754.88,417.48,537.11
2597.06,751.46,395.02,539.06
2597.09,742.68,410.16,553.22
2597.13,747.56,424.8,541.99
2597.16,743.16,404.3,541.99
2597.19,742.19,416.5,547.36
2597.23,737.79,419.92,547.85
2597.26,753.42,405.76,520.02
2597.3,746.09,426.76,534.67
2597.33,748.54,415.04,543.95
2597.36,730.47,421.87,547.36
2597.4,743.16,419.92,546.39
2597.43,747.56,407.71,544.43
2597.47,735.35,420.9,546.39
2597.5,745.12,421.87,544.92
2597.53,748.54,419.92,539.06
2597.57,747.07,409.18,553.71
2597.6,738.77,420.9,540.53
2597.63,735.35,402.34,546.87
2597.67,748.05,431.64,540.53
2597.7,736.82,413.57,542.48
2597.74,746.58,414.55,540.04
2597.77,746.58,414.06,546.87
2597.8,742.68,426.76,539.06
2597.84,738.77,412.6,539.06
2597.87,736.33,405.27,540.53
2597.91,739.26,414.06,536.13
2597.94,732.42,412.6,539.06
2597.97,746.09,419.43,549.32
2598.01,738.77,403.81,540.53
2598.04,737.79,400.88,548.34
2598.08,743.65,411.13,547.85
2598.11,748.54,415.53,541.99
2598.14,730.47,417.48,543.46
2598.18,744.14,417.48,539.06
2598.21,736.82,420.9,543.95
2598.24,751.46,419.92,533.69
2598.28,740.23,410.16,549.32
2598.31,729.49,415.04,534.18
2598.35,750,417.48,544.92
2598.38,739.26,413.57,546.39
2598.41,736.82,411.62,543.95
2598.45,741.7,409.67,544.92
2598.48,728.52,419.92,548.34
2598.52,737.79,406.25,538.09
2598.55,751.46,419.43,550.78
2598.58,739.75,411.13,532.71
2598.62,747.07,404.79,546.87
2598.65,746.09,409.18,537.11
2598.69,744.63,428.71,545.9
2598.72,736.82,430.18,549.32
2598.75,742.68,417.48,546.87
2598.79,743.16,418.46,543.95
2598.82,730.96,417.97,539.06
2598.85,729.49,404.3,546.39
2598.89,748.05,399.41,549.32
2598.92,737.3,408.69,540.53
2598.96,734.86,419.43,545.41
2598.99,735.35,408.2,534.67
2599.02,739.26,419.43,535.16
2599.06,732.42,416.99,546.39
2599.09,749.51,409.67,546.87
2599.13,731.93,400.88,541.5
2599.16,738.28,419.43,536.13
2599.19,747.07,415.53,538.57
2599.23,745.61,426.27,533.2
2599.26,737.79,404.79,548.83
2599.3,730.96,415.04,543.46
2599.33,736.82,418.95,543.46
2599.36,731.45,408.69,548.83
2599.4,734.37,419.43,538.57
2599.43,749.51,413.09,543.95
2599.46,751.46,409.67,551.27
2599.5,753.42,412.6,542.48
2599.53,749.51,416.5,545.9
2599.57,751.46,410.16,549.8
2599.6,738.28,415.53,550.29
2599.63,740.23,405.76,540.53
2599.67,738.77,410.64,551.27
2599.7,736.33,402.83,544.43
2599.74,737.3,413.09,542.97
2599.77,736.33,420.9,535.64
2599.8,743.16,416.5,541.5
2599.84,739.75,417.97,536.62
2599.87,748.05,407.71,543.46
2599.91,739.26,416.5,541.99
2599.94,739.75,406.74,531.25
2599.97,732.91,415.04,543.95
2600.01,741.7,416.5,548.34
2600.04,729.49,420.9,538.57
2600.07,727.05,403.81,536.13
2600.11,735.84,413.09,524.9
2600.14,737.3,410.16,537.11
2600.18,738.77,401.37,542.48
2600.21,723.63,411.62,550.29
2600.24,747.56,412.6,537.6
2600.28,750,418.46,542.97
2600.31,743.16,419.92,543.46
2600.35,748.05,403.32,538.57
2600.38,738.28,423.83,537.11
2600.41,748.05,419.43,545.9
2600.45,728.03,406.74,538.09
2600.48,743.65,421.87,543.46
