Program Time [s],AccX,AccY,AccZ
2544.6,729,398.93,549.32
2544.63,739.75,416.99,535.16
2544.66,742.68,413.57,539.55
2544.7,737.3,407.71,554.2
2544.73,749.51,404.3,548.34
2544.77,746.09,415.53,532.71
2544.8,735.84,407.23,536.62
2544.83,737.79,409.67,546.87
2544.87,731.93,411.62,551.27
2544.9,743.65,420.41,532.71
2544.94,735.84,404.79,543.95
2544.97,751.46,417.48,535.64
2545,734.86,413.09,539.06
2545.04,742.68,415.53,544.92
2545.07,732.42,409.67,551.27
2545.1,732.42,413.57,550.29
2545.14,728.03,403.81,532.71
2545.17,748.05,412.11,555.18
2545.21,743.65,405.27,550.78
2545.24,742.68,414.55,542.48
2545.27,737.79,416.5,540.53
2545.31,742.19,414.06,561.52
2545.34,739.75,403.81,544.92
2545.38,740.72,420.41,543.95
2545.41,743.16,412.6,538.57
2545.44,740.72,411.13,537.6
2545.48,735.84,408.2,546.39
2545.51,733.4,396,549.32
2545.55,726.56,415.53,539.55
2545.58,747.07,415.04,535.16
2545.61,730.47,414.06,549.32
2545.65,749.51,416.99,551.27
2545.68,743.16,414.55,541.99
2545.71,743.65,414.06,543.95
2545.75,742.68,420.9,549.8
2545.78,742.68,424.8,543.95
2545.82,745.61,420.41,535.16
2545.85,736.33,414.06,544.92
2545.88,739.26,420.41,556.15
2545.92,742.19,424.8,527.34
2545.95,742.68,416.5,554.2
2545.99,742.68,420.9,545.9
2546.02,733.89,398.93,538.09
2546.05,751.46,409.18,549.8
2546.09,745.12,407.23,548.83
2546.12,745.12,410.16,546.39
2546.16,743.16,416.99,557.13
2546.19,750.49,414.06,546.87
2546.22,740.72,405.27,538.09
2546.26,750.98,423.83,542.97
2546.29,744.63,411.13,544.43
2546.32,740.23,408.69,540.53
2546.36,745.12,410.64,545.9
2546.39,736.82,410.64,536.13
2546.43,763.67,420.41,537.11
2546.46,739.26,424.8,544.43
2546.49,731.45,415.04,542.97
2546.53,737.79,413.09,536.62
2546.56,750.49,418.95,538.09
2546.6,740.72,413.09,553.71
2546.63,735.35,404.79,545.41
2546.66,734.86,414.06,536.13
2546.7,733.4,413.09,541.99
2546.73,728.03,411.13,553.22
2546.77,737.79,419.43,547.36
2546.8,726.56,417.48,545.9
2546.83,739.26,408.69,545.9
2546.87,741.21,409.67,540.04
2546.9,737.3,405.76,549.32
2546.93,735.35,419.92,543.95
2546.97,741.21,411.62,542.97
2547,735.84,420.41,548.83
2547.04,746.09,401.86,539.55
2547.07,747.07,414.06,543.46
2547.1,754.88,406.74,538.09
2547.14,738.77,422.85,549.32
2547.17,737.3,416.99,536.62
2547.21,728.03,413.09,549.32
2547.24,748.05,423.83,539.06
2547.27,742.68,416.5,549.32
2547.31,737.79,407.23,536.62
2547.34,738.28,408.2,540.53
2547.38,736.82,411.13,539.55
2547.41,732.42,405.76,536.13
2547.44,753.42,407.71,543.46
2547.48,733.4,411.13,536.13
2547.51,735.84,415.53,552.25
2547.54,732.42,409.18,544.92
2547.58,731.45,416.5,554.69
2547.61,751.95,415.04,542.97
2547.65,749.51,414.55,542.48
2547.68,739.26,409.18,544.43
2547.71,733.4,413.09,546.39
2547.75,737.3,416.02,538.09
2547.78,749.02,404.79,550.78
2547.82,721.19,419.43,551.27
2547.85,733.4,399.41,527.83
2547.88,743.16,410.64,546.87
2547.92,736.82,416.02,547.85
2547.95,728.03,412.11,541.02
2547.99,737.3,408.2,542.97
2548.02,742.68,418.95,550.78
2548.05,725.1,410.16,537.11
2548.09,735.35,424.8,529.79
2548.12,751.95,409.67,541.02
2548.15,747.56,409.18,546.39
2548.19,737.79,406.25,551.27
2548.22,733.89,415.04,541.99
2548.26,746.58,423.83,542.97
2548.29,736.33,411.13,543.46
2548.32,746.09,417.97,547.36
2548.36,739.75,413.09,553.22
2548.39,733.89,422.85,544.92
2548.43,749.51,418.46,542.48
2548.46,729,409.18,545.41
2548.49,734.86,412.11,545.9
2548.53,745.12,424.32,552.73
2548.56,736.82,419.43,533.2
2548.6,731.45,411.62,557.13
2548.63,745.61,415.53,543.46
2548.66,736.33,417.97,540.53
2548.7,726.56,413.09,540.04
2548.73,746.58,419.92,540.04
2548.76,736.82,405.27,542.48
2548.8,741.21,408.2,538.57
2548.83,727.54,413.09,558.59
2548.87,737.79,399.9,561.04
2548.9,748.54,412.6,553.71
2548.93,740.72,414.06,551.27
2548.97,737.79,415.04,545.9
2549,736.82,416.99,543.46
2549.04,744.63,413.57,545.41
2549.07,745.61,416.5,543.46
2549.1,740.23,408.69,548.34
2549.14,733.4,405.76,553.71
2549.17,734.86,417.48,532.71
2549.21,752.44,419.43,543.95
2549.24,752.93,407.71,539.06
2549.27,748.05,406.74,548.83
2549.31,750.98,412.6,552.73
2549.34,735.35,417.97,545.41
2549.38,744.63,404.79,538.57
2549.41,741.21,419.92,550.29
2549.44,749.51,412.6,533.69
2549.48,750.49,417.97,537.6
2549.51,730.96,417.48,542.97
2549.54,735.84,405.76,552.73
2549.58,727.54,415.53,547.85
2549.61,740.23,408.69,540.53
2549.65,728.52,436.52,545.41
2549.68,750,409.18,539.06
2549.71,733.4,412.11,550.29
2549.75,734.86,420.9,543.46
2549.78,732.91,412.6,541.5
2549.82,741.21,405.76,540.53
2549.85,746.09,406.25,541.99
2549.88,735.84,415.53,537.11
2549.92,749.02,415.04,541.5
2549.95,739.26,405.76,545.9
2549.99,735.35,414.55,548.83
2550.02,740.23,417.48,541.99
2550.05,745.61,416.99,536.13
2550.09,731.93,416.02,537.11
2550.12,727.54,416.02,539.55
2550.15,720.21,404.79,543.46
2550.19,739.75,422.36,550.29
2550.22,757.81,413.57,547.85
2550.26,755.37,403.81,551.76
2550.29,738.77,420.9,541.5
2550.32,730.47,423.34,539.06
2550.36,758.3,416.5,538.57
2550.39,741.7,409.18,545.9
2550.43,734.86,419.43,549.32
2550.46,742.68,415.53,546.87
2550.49,747.56,401.37,552.25
2550.53,736.33,405.27,542.48
2550.56,734.86,411.13,544.92
2550.59,752.93,404.79,539.55
2550.63,743.65,402.34,541.02
2550.66,739.26,417.48,541.02
2550.7,745.12,421.39,544.43
2550.73,745.12,405.27,554.2
2550.76,734.37,424.8,540.53
2550.8,732.91,411.62,546.39
2550.83,737.3,416.99,531.74
2550.87,747.07,414.06,547.36
2550.9,738.28,408.69,546.87
2550.93,730.96,410.64,541.99
2550.97,742.68,410.16,549.32
2551,741.21,417.48,545.9
2551.04,747.07,416.99,539.06
2551.07,758.79,413.09,541.5
2551.1,744.14,408.2,539.06
2551.14,733.4,415.04,550.78
2551.17,745.12,424.32,536.13
2551.21,747.56,428.71,539.55
2551.24,729.49,412.11,540.53
2551.27,743.65,414.55,539.55
2551.31,737.3,412.6,549.32
2551.34,736.33,414.55,545.9
2551.37,754.88,415.53,544.43
2551.41,750,415.53,536.13
2551.44,748.05,407.71,543.46
2551.48,749.02,412.6,533.69
2551.51,738.28,423.83,549.8
2551.54,744.63,404.3,542.97
2551.58,741.7,412.11,545.9
2551.61,731.45,410.64,540.04
2551.65,745.61,409.18,540.53
2551.68,736.33,414.55,538.57
2551.71,736.33,409.18,549.8
2551.75,737.79,417.97,542.48
2551.78,742.19,413.57,539.55
2551.82,733.89,412.6,534.18
2551.85,748.05,419.43,543.95
2551.88,739.75,420.41,541.02
2551.92,739.75,411.13,547.85
2551.95,740.23,420.41,546.39
2551.98,739.75,420.9,541.5
2552.02,732.42,400.39,545.9
2552.05,742.68,417.48,541.99
2552.09,737.79,424.8,543.95
2552.12,738.28,412.6,543.46
2552.15,740.72,404.79,543.95
2552.19,750.49,409.67,545.41
2552.22,734.86,399.41,536.62
2552.26,734.86,428.71,554.2
2552.29,732.42,417.48,535.16
2552.32,752.44,429.69,550.29
2552.36,738.77,411.62,550.78
2552.39,752.93,411.62,543.95
2552.43,739.75,416.5,545.41
2552.46,748.05,412.11,554.69
2552.49,734.37,421.87,541.5
2552.53,728.52,410.64,544.43
2552.56,736.33,412.6,542.48
2552.59,740.72,419.92,555.18
2552.63,732.91,416.02,547.85
2552.66,723.14,412.6,550.29
2552.7,740.72,403.32,544.92
2552.73,748.05,417.48,549.32
2552.76,745.12,408.69,538.09
2552.8,737.79,407.71,537.11
2552.83,750,426.27,550.78
2552.87,747.56,409.18,540.53
2552.9,735.84,415.04,541.02
2552.93,730.96,416.5,528.81
2552.97,738.28,420.9,543.95
2553,721.19,413.09,539.55
2553.04,741.7,412.6,558.11
2553.07,738.77,416.99,545.41
2553.1,737.79,410.16,542.48
2553.14,740.23,412.11,543.46
2553.17,752.93,413.57,541.99
2553.2,754.39,417.48,540.53
2553.24,734.86,406.74,546.39
2553.27,742.68,401.37,554.69
2553.31,739.26,417.48,535.16
2553.34,737.3,410.16,546.39
2553.37,739.26,402.83,548.83
2553.41,738.77,422.36,547.85
2553.44,740.72,410.64,547.36
2553.48,739.26,420.9,541.02
2553.51,736.33,420.41,549.8
2553.54,741.21,405.27,560.55
2553.58,750.49,423.83,541.99
2553.61,748.54,410.64,533.69
2553.65,754.39,409.67,541.99
2553.68,745.12,408.2,542.48
2553.71,738.28,416.5,540.04
2553.75,746.09,410.64,540.53
2553.78,732.91,413.57,550.29
2553.81,752.44,420.41,549.8
2553.85,734.86,408.69,549.8
2553.88,744.63,419.43,541.02
2553.92,743.65,411.13,546.87
2553.95,747.56,417.97,552.25
2553.98,735.35,410.64,555.18
2554.02,735.84,413.09,541.5
2554.05,750.49,402.34,539.55
2554.09,742.19,414.06,541.99
2554.12,733.89,413.57,549.8
2554.15,746.09,420.9,549.32
2554.19,756.84,419.92,539.06
2554.22,733.4,403.81,538.57
2554.26,733.4,420.41,526.37
2554.29,734.37,408.69,545.9
2554.32,741.7,424.32,536.62
2554.36,732.91,413.57,562.99
2554.39,741.7,409.18,541.02
2554.42,743.16,416.5,552.25
2554.46,752.44,415.53,538.57
2554.49,734.37,400.88,542.97
2554.53,746.58,421.87,541.5
2554.56,729.98,418.95,542.48
2554.59,735.84,409.67,549.8
2554.63,744.63,411.13,548.34
2554.66,732.91,418.46,548.83
2554.7,737.79,399.9,544.92
2554.73,743.65,416.02,547.85
2554.76,744.63,416.99,531.74
2554.8,743.16,413.09,544.43
2554.83,740.23,415.53,555.18
2554.87,737.3,407.23,541.5
2554.9,729,419.92,543.95
2554.93,747.07,415.04,551.76
2554.97,749.02,412.11,545.41
2555,743.16,412.11,543.95
2555.03,733.89,423.83,541.02
2555.07,740.72,410.64,541.02
2555.1,739.26,413.57,540.53
2555.14,743.16,409.67,537.6
2555.17,738.28,411.13,540.04
2555.2,731.45,412.11,548.34
2555.24,746.58,413.57,532.23
2555.27,738.77,420.41,548.34
2555.31,743.65,430.66,548.34
2555.34,736.33,426.27,533.69
2555.37,738.77,429.69,538.09
2555.41,733.89,410.16,543.46
2555.44,730.47,411.62,555.18
2555.48,735.84,407.71,536.62
2555.51,725.1,417.97,545.9
2555.54,729.98,410.64,559.57
2555.58,744.14,416.99,547.85
2555.61,744.14,413.09,545.9
2555.64,734.37,417.48,530.76
2555.68,738.28,415.04,548.34
2555.71,739.26,412.6,551.76
2555.75,749.51,422.36,550.29
2555.78,753.42,425.78,533.69
2555.81,735.35,425.78,543.95
2555.85,736.33,405.76,553.71
2555.88,729.98,416.5,531.74
2555.92,735.35,419.92,551.27
2555.95,736.33,411.62,546.87
2555.98,729.49,405.76,552.73
2556.02,737.79,401.86,552.73
2556.05,743.16,409.18,537.11
2556.09,744.14,408.69,546.39
2556.12,736.33,409.18,554.2
2556.15,739.26,408.69,546.87
2556.19,748.05,405.76,547.85
2556.22,746.58,410.16,545.9
2556.25,752.44,408.2,558.59
2556.29,732.91,413.09,543.46
2556.32,740.72,415.53,533.69
2556.36,734.86,410.16,546.39
2556.39,758.3,414.06,547.85
2556.42,744.63,417.48,546.87
2556.46,740.23,423.34,546.87
2556.49,743.16,428.71,541.5
2556.53,737.3,409.67,537.11
2556.56,747.56,416.02,547.85
2556.59,741.21,420.9,549.8
2556.63,740.23,421.39,547.85
2556.66,743.16,414.55,554.2
2556.7,742.19,408.2,552.25
2556.73,729.98,420.41,542.97
2556.76,731.45,420.41,543.95
2556.8,736.82,407.23,549.8
2556.83,732.42,413.09,550.29
2556.86,746.58,413.09,544.43
2556.9,739.75,405.27,530.27
2556.93,735.35,406.74,541.02
2556.97,744.63,415.04,542.97
2557,734.37,407.71,529.79
2557.03,736.33,417.97,544.92
2557.07,745.61,418.46,543.46
2557.1,735.35,405.27,548.83
2557.14,753.42,415.04,541.99
2557.17,744.14,412.6,549.8
2557.2,730.96,413.57,547.85
2557.24,740.72,409.18,557.62
2557.27,737.79,414.55,542.97
2557.31,731.93,409.18,541.02
2557.34,747.07,401.86,539.55
2557.37,744.63,421.87,543.95
2557.41,747.56,411.13,538.57
2557.44,750,409.67,548.34
2557.47,744.14,410.16,541.02
2557.51,739.75,403.32,543.46
2557.54,746.09,410.64,550.29
2557.58,739.26,409.67,531.25
2557.61,734.86,415.04,535.64
2557.64,739.26,407.23,540.53
2557.68,753.91,398.44,539.55
2557.71,736.33,410.16,540.53
2557.75,750.49,416.99,548.34
2557.78,746.09,404.79,547.85
2557.81,742.19,419.92,541.99
2557.85,734.86,414.06,543.95
2557.88,753.42,410.64,541.99
2557.92,748.05,411.13,548.83
2557.95,740.23,418.95,552.73
2557.98,742.19,415.04,542.48
2558.02,748.05,424.32,536.62
2558.05,735.35,410.64,542.97
2558.08,734.86,416.02,552.25
2558.12,740.72,417.48,532.71
2558.15,739.75,401.37,535.64
2558.19,744.63,409.18,540.53
2558.22,734.86,413.09,543.46
2558.25,735.35,405.76,538.09
2558.29,746.58,406.74,534.67
2558.32,746.58,418.46,546.39
2558.36,739.26,410.64,547.85
2558.39,742.68,421.39,534.18
2558.42,734.86,425.78,545.41
2558.46,734.86,421.87,547.85
2558.49,740.23,411.13,553.22
2558.53,734.86,399.41,547.36
2558.56,737.79,411.62,533.69
2558.59,738.77,418.95,539.55
2558.63,739.75,399.41,547.36
2558.66,749.51,409.67,554.2
2558.69,747.56,404.79,544.43
2558.73,734.37,421.87,541.5
2558.76,728.03,416.99,541.99
2558.8,741.21,416.5,538.09
2558.83,738.77,411.62,538.09
2558.86,721.19,407.71,534.67
2558.9,744.14,416.99,545.41
2558.93,740.23,411.13,542.48
2558.97,729,424.8,551.76
2559,741.7,397.95,549.8
2559.03,744.63,425.29,543.46
2559.07,741.21,410.16,538.57
2559.1,742.19,409.18,545.41
2559.14,738.77,411.13,542.48
2559.17,746.09,412.6,547.36
2559.2,742.19,415.53,547.85
2559.24,737.79,410.16,542.48
2559.27,729.49,407.71,541.02
2559.3,747.07,408.2,537.11
2559.34,741.21,398.93,548.83
2559.37,742.19,412.6,550.78
2559.41,743.16,419.92,535.64
2559.44,727.05,428.71,545.41
2559.47,730.96,417.97,544.92
2559.51,740.72,418.95,543.95
2559.54,737.3,427.73,539.55
2559.58,741.7,410.64,541.5
2559.61,736.33,417.97,544.92
2559.64,732.91,409.18,560.55
2559.68,733.4,423.34,549.8
2559.71,738.77,424.32,545.9
2559.75,717.77,415.53,528.81
2559.78,736.82,402.83,548.34
2559.81,741.21,418.95,549.32
2559.85,738.28,406.74,536.13
2559.88,745.12,419.92,548.34
2559.91,730.47,417.48,556.15
2559.95,746.09,416.5,528.32
2559.98,736.82,404.3,546.87
2560.02,741.7,416.5,547.36
2560.05,751.46,416.99,549.32
2560.08,752.44,418.46,547.36
2560.12,745.61,405.27,543.95
2560.15,744.63,416.02,535.64
2560.19,737.3,409.18,548.34
2560.22,755.37,408.2,545.41
2560.25,752.93,414.06,542.48
2560.29,743.65,417.48,537.6
2560.32,740.23,399.9,535.16
2560.36,741.21,407.71,545.41
2560.39,758.3,422.85,546.39
2560.42,753.42,421.87,556.64
2560.46,744.14,420.9,558.11
2560.49,733.4,411.62,538.57
2560.52,740.23,414.55,542.48
2560.56,744.14,418.46,558.11
2560.59,730.47,431.15,543.95
2560.63,735.84,409.67,549.32
2560.66,745.12,409.67,549.32
2560.69,740.23,410.64,540.04
2560.73,725.59,416.5,537.11
2560.76,742.19,414.06,548.34
2560.8,729,410.16,549.8
2560.83,732.42,417.48,532.71
2560.86,742.68,413.09,537.6
2560.9,743.65,414.06,553.22
2560.93,736.33,416.99,545.9
2560.97,741.7,418.46,538.09
2561,737.3,416.5,545.9
2561.03,757.81,413.09,546.87
2561.07,724.61,413.57,552.73
2561.1,738.28,425.29,535.16
2561.13,736.33,398.93,541.99
2561.17,740.72,413.09,551.76
2561.2,747.07,410.64,543.95
2561.24,740.72,420.9,538.57
2561.27,739.26,410.16,542.97
2561.3,751.46,409.67,548.83
2561.34,752.93,407.23,537.11
2561.37,726.07,406.25,549.8
2561.41,745.61,413.57,542.48
2561.44,747.07,412.11,537.6
2561.47,750,422.36,544.92
2561.51,750.49,408.69,544.92
2561.54,746.09,405.76,554.2
2561.58,743.16,407.23,551.27
2561.61,730.47,419.43,535.64
2561.64,734.86,422.36,549.32
2561.68,745.12,408.69,547.85
2561.71,755.37,410.16,535.64
2561.74,746.58,406.74,538.57
2561.78,740.23,416.99,541.99
2561.81,746.58,418.95,537.6
2561.85,734.37,421.87,546.39
2561.88,734.86,419.92,543.46
2561.91,738.77,412.6,549.32
2561.95,740.72,406.74,553.71
2561.98,743.65,410.64,547.85
2562.02,738.77,415.04,543.46
2562.05,743.16,407.71,539.55
2562.08,747.07,411.62,549.32
2562.12,746.09,400.88,550.78
2562.15,741.21,415.53,543.46
2562.19,747.07,422.36,549.8
2562.22,735.35,414.55,537.11
2562.25,742.19,408.69,550.78
2562.29,735.35,419.92,554.2
2562.32,740.72,406.74,540.53
2562.35,729,412.6,540.04
2562.39,729.98,414.55,547.36
2562.42,745.12,398.93,535.16
2562.46,743.16,419.43,537.6
2562.49,749.51,408.69,527.83
2562.52,745.12,411.62,543.46
2562.56,736.82,414.06,542.48
2562.59,719.73,403.81,541.5
2562.63,725.1,404.79,545.9
2562.66,740.72,415.04,553.71
2562.69,734.37,422.85,552.25
2562.73,742.68,428.71,536.13
2562.76,729.98,411.62,543.95
2562.8,748.05,418.46,560.55
2562.83,740.72,397.95,547.36
2562.86,736.33,416.02,544.43
2562.9,739.75,418.95,538.57
2562.93,740.23,412.6,548.83
2562.96,743.65,407.71,548.34
2563,746.09,417.97,542.48
2563.03,743.16,409.18,554.2
2563.07,734.86,414.06,545.9
2563.1,737.3,409.18,542.97
2563.13,746.09,399.9,535.64
2563.17,732.91,413.57,535.64
2563.2,748.05,416.99,540.53
2563.24,748.05,409.67,548.83
2563.27,747.07,400.39,553.71
2563.3,745.61,400.39,547.85
2563.34,729,409.67,537.11
2563.37,750.98,413.57,558.59
2563.41,739.26,409.18,548.34
2563.44,737.79,405.27,547.85
2563.47,734.37,419.92,548.83
2563.51,753.42,414.06,541.5
2563.54,735.84,411.62,549.32
2563.57,739.75,413.09,542.97
2563.61,729,408.69,540.53
2563.64,738.77,418.95,537.11
2563.68,738.28,407.71,545.41
2563.71,744.63,390.14,537.11
2563.74,740.72,421.39,551.76
2563.78,754.88,413.09,543.46
2563.81,735.35,406.25,549.8
2563.85,726.07,416.5,552.73
2563.88,734.37,416.5,538.09
2563.91,738.77,409.67,551.76
2563.95,740.23,419.43,547.36
2563.98,746.09,428.71,541.5
2564.02,739.75,399.41,554.2
2564.05,746.09,416.02,549.32
2564.08,748.05,404.3,534.18
2564.12,746.58,399.9,547.36
2564.15,742.68,421.87,538.09
2564.18,734.86,412.11,549.32
2564.22,735.84,409.67,543.95
2564.25,729.49,410.64,550.78
2564.29,735.35,415.04,555.66
2564.32,736.33,421.39,530.76
2564.35,727.05,416.02,543.95
2564.39,740.23,405.27,561.04
2564.42,754.39,405.76,543.95
2564.46,740.72,413.09,547.36
2564.49,738.28,422.85,549.32
2564.52,730.47,420.9,545.41
2564.56,731.45,415.53,547.36
2564.59,726.56,416.5,547.36
2564.63,746.58,417.97,533.2
2564.66,746.58,395.51,546.39
2564.69,740.23,406.25,549.8
2564.73,742.68,419.43,533.69
2564.76,730.96,419.43,525.88
2564.79,721.68,405.27,535.64
2564.83,729.98,413.09,548.83
2564.86,732.42,399.41,544.43
2564.9,747.56,416.5,551.76
2564.93,749.51,403.32,538.09
2564.96,744.14,406.74,541.5
2565,724.12,419.92,538.09
2565.03,726.07,413.57,544.43
2565.07,743.65,414.55,545.41
2565.1,736.33,379.88,558.11
2565.13,737.3,408.2,534.18
2565.17,730.96,428.22,535.16
2565.2,743.65,398.44,544.43
2565.24,747.07,410.64,551.76
2565.27,737.79,414.55,542.97
2565.3,743.65,416.02,542.48
2565.34,735.84,414.06,534.67
2565.37,736.33,413.09,531.74
2565.4,740.72,412.11,556.15
2565.44,748.05,415.53,553.71
2565.47,741.21,416.5,544.43
2565.51,751.46,425.78,542.97
2565.54,727.54,422.85,549.8
2565.57,671.87,393.55,555.18
2565.61,732.91,376.95,530.27
2565.64,752.44,407.71,563.96
2565.68,731.93,404.79,530.27
2565.71,746.09,427.25,541.99
2565.74,737.79,405.27,535.16
2565.78,761.23,420.9,560.06
2565.81,731.93,400.88,539.55
2565.85,738.28,409.18,537.11
2565.88,738.28,408.69,541.02
2565.91,748.05,433.59,552.25
2565.95,735.84,407.71,545.41
2565.98,751.46,425.29,541.99
2566.01,749.51,410.64,548.83
2566.05,750.98,411.62,539.55
2566.08,751.46,403.32,540.53
2566.12,734.86,403.32,559.08
2566.15,736.33,426.27,551.27
2566.18,742.19,421.87,532.71
2566.22,739.26,417.48,540.04
2566.25,761.72,412.6,556.15
2566.29,736.82,406.74,544.92
2566.32,746.09,416.5,542.48
2566.35,739.26,407.71,540.53
2566.39,741.7,403.81,543.95
2566.42,735.84,419.43,547.36
2566.46,748.54,416.5,545.9
2566.49,735.35,417.48,544.43
2566.52,737.79,398.93,543.95
2566.56,741.21,408.69,547.36
2566.59,729.98,405.76,543.46
2566.62,744.14,426.27,558.11
2566.66,755.86,410.16,537.11
2566.69,745.61,400.39,544.43
2566.73,738.77,413.09,541.99
2566.76,729.49,409.67,541.02
2566.79,733.4,413.09,548.34
2566.83,733.4,414.55,552.73
2566.86,740.72,422.36,553.71
2566.9,726.56,409.67,543.46
2566.93,740.23,419.92,545.9
2566.96,727.54,425.29,541.5
2567,737.3,410.64,538.57
2567.03,738.28,405.27,543.46
2567.07,740.72,416.99,556.15
2567.1,757.32,416.02,545.9
2567.13,745.61,418.95,546.39
2567.17,734.86,417.48,534.18
2567.2,743.65,409.18,545.41
2567.23,727.54,409.67,544.43
2567.27,739.75,422.36,547.85
2567.3,730.47,414.55,543.46
2567.34,742.19,402.34,540.53
2567.37,741.21,415.53,547.36
2567.4,733.89,419.43,552.73
2567.44,723.63,413.57,534.67
2567.47,736.82,414.06,546.39
2567.51,747.56,414.55,545.41
2567.54,750.49,423.83,534.67
2567.57,738.28,422.85,543.46
2567.61,748.54,420.9,532.71
2567.64,736.33,410.16,542.48
2567.68,732.91,410.16,548.83
2567.71,733.89,408.69,538.57
2567.74,730.47,416.99,537.6
2567.78,752.44,396.48,548.34
2567.81,734.37,413.09,541.99
2567.84,746.09,422.36,530.76
2567.88,737.79,421.39,561.52
2567.91,749.51,395.02,541.99
2567.95,740.72,413.09,548.34
2567.98,748.05,402.34,539.55
2568.01,731.45,411.62,556.64
2568.05,741.21,421.39,545.41
2568.08,748.05,417.48,531.25
2568.12,746.09,422.36,555.18
2568.15,738.28,394.53,554.69
2568.18,740.23,419.43,543.46
2568.22,749.51,415.04,525.88
2568.25,741.21,403.32,550.29
2568.29,738.28,402.34,540.53
2568.32,742.19,421.87,540.53
2568.35,743.16,409.67,541.99
2568.39,753.91,423.83,545.41
2568.42,739.26,406.25,552.25
2568.45,748.05,413.09,540.53
2568.49,749.02,418.95,547.85
2568.52,740.23,420.41,538.09
2568.56,734.37,404.3,547.36
2568.59,745.61,407.71,543.46
2568.62,744.63,415.53,542.48
2568.66,742.19,437.01,543.95
2568.69,750.98,397.46,546.87
2568.73,731.45,409.67,541.5
2568.76,745.12,409.67,537.6
2568.79,736.33,414.06,549.32
2568.83,741.21,407.71,550.29
2568.86,755.37,406.74,550.29
2568.9,755.86,415.04,541.5
2568.93,752.93,435.06,535.64
2568.96,734.37,412.11,543.95
2569,759.77,429.2,551.76
2569.03,734.37,409.18,537.11
2569.06,741.21,406.74,531.25
2569.1,741.7,407.23,549.8
2569.13,744.63,406.74,546.87
2569.17,739.75,406.25,540.53
2569.2,721.68,433.11,527.83
2569.23,731.45,423.83,543.46
2569.27,727.05,412.11,547.85
2569.3,743.16,391.6,550.29
2569.34,747.56,418.95,549.32
2569.37,722.17,418.95,521
2569.4,744.63,418.95,533.69
2569.44,740.72,407.71,550.29
2569.47,744.63,399.41,561.52
2569.51,750.49,418.46,535.64
2569.54,729.49,406.74,538.57
2569.57,739.26,408.69,537.6
2569.61,737.79,403.32,546.39
2569.64,750,414.55,544.43
2569.67,729.98,422.85,541.5
2569.71,735.84,409.18,544.43
2569.74,737.3,406.25,535.16
2569.78,737.3,418.95,541.99
2569.81,731.45,421.87,536.13
2569.84,745.61,411.62,531.25
2569.88,738.77,407.71,549.32
2569.91,742.68,407.23,543.95
2569.95,735.84,413.09,543.46
2569.98,734.37,406.25,541.02
2570.01,740.23,417.97,549.32
2570.05,744.14,420.41,547.85
2570.08,742.19,418.46,545.41
2570.12,727.54,406.74,554.69
2570.15,738.28,402.83,541.5
2570.18,746.58,412.6,550.78
2570.22,735.35,417.97,541.99
2570.25,737.79,415.53,550.29
2570.28,734.37,405.27,547.36
2570.32,729,415.53,551.27
2570.35,745.61,411.62,541.02
2570.39,736.33,418.46,539.06
2570.42,725.59,427.25,536.62
2570.45,738.28,423.34,543.95
2570.49,734.37,416.99,548.34
2570.52,744.14,411.13,534.67
2570.56,736.82,409.67,556.64
2570.59,737.3,413.09,544.92
2570.62,729.98,416.02,538.57
2570.66,752.44,410.64,548.83
2570.69,734.37,416.99,534.18
2570.73,736.33,423.83,533.69
2570.76,745.61,421.87,548.34
2570.79,735.35,404.79,544.92
2570.83,743.16,410.64,538.09
2570.86,749.51,421.39,544.43
2570.9,727.05,422.36,542.48
2570.93,734.37,417.97,539.55
2570.96,740.23,422.36,555.66
2571,740.72,408.69,525.88
2571.03,749.02,412.11,535.64
2571.06,732.91,420.9,559.08
2571.1,732.91,412.6,526.37
2571.13,732.42,416.02,548.83
2571.17,755.37,414.55,541.02
2571.2,744.14,416.02,536.62
2571.23,740.72,407.71,527.83
2571.27,731.45,407.23,538.09
2571.3,737.3,420.41,543.46
2571.34,725.59,398.44,541.02
2571.37,733.4,423.83,535.64
2571.4,729.49,431.64,535.16
2571.44,734.37,403.32,543.95
2571.47,749.51,399.9,546.39
2571.5,738.77,417.97,559.08
2571.54,752.44,416.5,539.55
2571.57,738.28,417.48,545.41
2571.61,738.28,413.09,558.59
2571.64,733.4,416.99,541.02
2571.67,727.05,407.71,535.16
2571.71,744.14,415.53,530.27
2571.74,732.91,410.16,555.18
2571.78,723.14,427.25,541.02
2571.81,747.07,426.27,545.9
2571.84,754.88,406.74,538.57
2571.88,750,404.79,546.39
2571.91,742.68,413.09,545.9
2571.95,744.63,427.25,535.64
2571.98,744.63,407.71,543.95
2572.01,743.65,417.48,543.46
2572.05,735.35,409.67,542.97
2572.08,741.7,413.09,541.5
2572.11,751.46,412.6,544.43
2572.15,723.14,408.2,538.09
2572.18,752.93,409.67,545.41
2572.22,739.75,410.16,540.04
2572.25,744.63,415.04,543.95
2572.28,749.51,403.32,538.57
2572.32,737.3,421.87,537.6
2572.35,738.77,413.57,549.32
2572.39,739.26,401.37,534.18
2572.42,741.21,412.6,547.36
2572.45,737.79,409.18,543.46
2572.49,722.17,408.69,548.34
2572.52,731.93,416.99,528.32
2572.56,725.1,412.11,543.46
