Program Time [s],data 0,data 1,data 2
14.8692,707.52,347.17,618.16
14.8736,721.19,342.29,611.82
14.878,719.24,347.66,620.12
14.8823,711.43,350.1,613.28
14.8867,723.63,356.93,617.19
14.8911,708.98,352.54,618.65
14.8954,720.21,351.56,617.68
14.8998,719.24,351.56,611.33
14.9041,715.82,345.21,609.37
14.9085,722.66,345.21,608.89
14.9129,727.54,367.68,621.09
14.9172,724.61,337.89,621.58
14.9216,708.98,348.63,617.68
14.926,722.66,353.52,616.21
14.9303,713.87,352.05,613.77
14.9347,711.43,348.63,616.21
14.9391,733.4,349.61,626.95
14.9434,712.4,344.24,622.56
14.9478,730.47,344.24,613.28
14.9521,720.7,345.7,618.65
14.9565,716.8,343.26,620.61
14.9609,716.8,356.45,615.23
14.9653,713.87,340.33,618.16
14.9696,719.73,351.56,625
14.974,714.84,351.07,615.23
14.9784,720.21,347.66,616.7
14.9827,716.31,346.19,614.75
14.9871,722.17,347.66,621.58
14.9915,730.96,344.73,627.44
14.9915,717.77,352.05,614.26
14.9974,720.21,351.07,618.65
15.0018,724.61,338.38,621.58
15.0061,716.8,352.54,626.46
15.0106,716.8,360.84,604
15.0149,719.24,351.56,623.05
15.0193,717.77,351.56,612.79
15.0236,705.57,351.56,618.65
15.028,722.17,347.66,614.26
15.0324,716.8,349.12,602.05
15.0367,719.73,345.21,606.93
15.0411,724.12,354.49,613.77
15.0455,723.63,359.37,613.77
15.0498,733.4,344.73,625.49
15.0542,716.31,345.7,611.82
15.0586,720.7,341.31,632.32
15.063,724.61,354,629.39
15.0673,724.12,346.68,613.77
15.0716,709.96,353.03,622.56
15.076,714.36,344.24,627.44
15.0804,708.98,354,621.58
15.0848,723.14,343.26,629.39
15.0891,710.94,350.59,602.05
15.0935,713.38,342.29,623.05
15.0979,717.77,344.24,615.23
15.1022,728.03,349.12,618.16
15.1065,711.43,337.89,621.09
15.111,716.31,347.66,620.12
15.1153,720.7,351.07,622.07
15.1196,724.61,361.82,617.19
15.124,723.14,353.03,616.7
15.1284,725.59,357.42,618.16
15.1284,712.4,349.12,620.61
15.1344,711.43,349.12,628.42
15.1387,725.59,349.61,610.35
15.1431,711.91,356.45,623.54
15.1475,712.4,344.24,617.19
15.1518,725.59,355.47,610.84
15.1562,706.05,340.33,622.56
15.1606,722.17,347.17,618.16
15.165,722.66,344.73,610.84
15.1693,711.43,354.49,615.23
15.1736,724.61,335.45,613.77
15.178,706.54,342.29,608.4
15.1824,722.66,350.59,620.61
15.1867,723.63,346.19,613.77
15.1911,723.63,345.21,617.68
15.1955,725.1,349.12,620.61
15.1999,722.66,354.49,621.58
15.2042,716.8,356.93,618.16
15.2086,728.03,346.68,618.16
15.213,722.17,342.77,608.89
15.2174,716.8,345.21,616.7
15.2217,723.14,339.84,618.65
15.2261,725.59,351.07,620.12
15.2305,727.54,346.19,628.42
15.2348,714.36,340.33,619.63
15.2392,714.84,347.66,603.03
15.2435,711.43,356.45,620.61
15.2479,717.29,355.96,631.84
15.2523,719.24,350.1,629.88
15.2567,722.17,342.29,622.56
15.261,722.66,346.68,632.32
15.2654,732.42,349.12,605.47
15.2654,721.19,339.84,614.26
15.2713,708.5,346.68,623.54
15.2757,727.05,341.31,624.51
15.2801,723.63,354,615.23
15.2845,709.96,351.07,619.63
15.2888,722.66,348.14,614.75
15.2932,708.98,354.98,621.58
15.2976,717.29,347.66,611.33
15.3019,719.24,356.45,611.82
15.3063,729.49,354.98,615.72
15.3106,714.84,365.23,618.16
15.315,716.31,354,610.84
15.3194,734.86,353.52,626.46
15.3237,716.8,356.93,609.86
15.3281,713.38,344.24,613.77
15.3324,703.61,346.68,613.28
15.3368,711.43,350.59,610.84
15.3412,720.7,349.12,614.26
15.3455,712.4,351.56,622.07
15.3499,713.38,358.4,622.56
15.3543,711.43,353.03,611.33
15.3586,711.91,356.45,617.19
15.363,714.36,336.91,627.93
15.3674,718.26,338.38,625
15.3718,723.14,336.91,616.21
15.3761,724.12,352.54,622.07
15.3805,715.82,342.77,613.77
15.3849,715.33,348.14,612.3
15.3892,710.94,357.91,617.19
15.3936,705.08,338.38,612.79
15.398,724.12,344.24,624.02
15.4023,712.89,352.05,630.86
15.4023,720.7,351.07,616.7
15.4083,726.56,345.21,622.56
15.4126,711.43,349.61,620.12
15.417,711.91,340.82,618.16
15.4214,713.38,345.21,622.56
15.4258,725.1,352.54,601.56
15.4301,708.98,350.59,622.07
15.4345,716.8,349.12,608.89
15.4389,712.4,344.73,620.61
15.4432,711.91,355.47,610.84
15.4476,728.52,353.52,622.56
15.4519,721.19,362.3,612.3
15.4563,721.19,355.96,614.75
15.4607,722.17,357.91,616.21
15.465,720.7,353.52,626.46
15.4694,710.94,336.43,619.14
15.4738,731.45,349.61,611.82
15.4781,721.19,352.54,617.68
15.4825,721.19,345.21,610.84
15.4868,709.96,350.59,630.37
15.4912,723.14,343.26,615.23
15.4956,722.66,345.21,627.44
15.5,709.47,356.93,615.23
15.5043,723.14,339.36,613.77
15.5087,734.37,356.45,613.77
15.5131,708.98,349.61,620.12
15.5174,718.26,353.03,622.07
15.5218,725.59,342.29,627.93
15.5261,718.26,357.91,615.72
15.5305,724.12,354.98,628.42
15.5349,724.12,357.42,617.68
15.5392,714.84,342.77,618.16
15.5393,726.07,342.29,613.28
15.5452,711.91,354.49,616.7
15.5496,722.17,355.96,614.26
15.5539,718.26,350.59,615.72
15.5583,722.17,355.96,616.7
15.5627,734.86,346.19,617.68
15.567,714.84,363.28,605.96
15.5714,725.1,351.07,607.42
15.5758,719.73,359.37,618.65
15.5801,725.59,359.86,608.89
15.5845,729,347.66,620.12
15.5888,719.24,342.29,624.51
15.5932,701.17,348.63,618.16
15.5976,722.66,352.54,617.68
15.6019,719.24,346.19,612.3
15.6063,721.19,352.05,620.61
15.6107,724.12,350.59,620.61
15.6151,708.01,349.61,613.77
15.6194,722.17,353.03,618.16
15.6238,715.82,359.37,621.58
15.6282,719.73,361.33,617.68
15.6326,721.19,344.73,618.16
15.6369,723.63,350.1,629.88
15.6413,717.77,356.45,609.37
15.6456,706.05,337.89,613.28
15.65,714.36,361.33,624.02
15.6543,713.87,350.59,616.7
15.6587,725.59,344.24,617.19
15.6631,713.87,359.86,617.68
15.6675,713.38,354.98,609.37
15.6718,716.8,342.29,614.75
15.6762,718.75,350.59,619.63
15.6762,711.91,342.77,622.56
15.6821,727.54,357.42,611.33
15.6865,714.84,342.29,618.65
15.6909,714.36,353.03,612.3
15.6952,715.82,344.73,633.3
15.6996,711.91,343.75,624.02
15.7039,718.75,329.59,616.21
15.7083,719.24,337.89,618.16
15.7127,721.19,343.75,615.23
15.7171,715.82,363.28,624.02
15.7214,716.31,355.47,611.82
15.7258,720.21,349.61,612.3
15.7302,713.87,345.21,614.26
15.7345,723.14,358.4,618.65
15.7389,716.8,348.14,617.19
15.7432,720.21,352.54,620.61
15.7476,725.1,346.19,614.75
15.7519,704.1,351.07,620.61
15.7564,716.8,350.1,614.75
15.7607,726.07,350.1,621.58
15.7651,699.71,352.05,620.61
15.7694,727.54,346.19,610.35
15.7738,723.14,348.14,624.51
15.7782,727.54,343.26,612.3
15.7826,715.33,347.66,616.21
15.7869,718.26,349.61,617.19
15.7913,712.89,352.05,625
15.7957,716.31,349.61,614.26
15.8,710.45,349.61,627.44
15.8043,714.36,348.14,619.14
15.8087,716.31,353.03,613.28
15.8131,718.26,345.21,616.7
15.8131,715.82,349.12,622.07
15.8191,709.47,357.42,613.28
15.8235,712.89,355.96,614.75
15.8278,711.91,352.05,625
15.8322,724.61,348.14,630.86
15.8366,712.4,350.59,612.3
15.8409,712.89,346.68,616.21
15.8453,717.29,342.77,623.05
15.8496,716.8,352.05,617.68
15.854,700.2,348.63,613.77
15.8584,717.77,361.82,612.79
15.8628,725.1,343.75,619.63
15.8671,724.61,344.73,614.75
15.8714,727.54,351.56,613.77
15.8758,720.7,352.05,611.33
15.8802,721.68,355.96,618.65
15.8846,714.36,346.68,610.35
15.8889,719.73,336.91,615.72
15.8933,706.54,346.19,618.16
15.8977,710.45,346.19,612.79
15.902,722.17,354.98,612.3
15.9064,711.43,354,623.54
15.9108,718.75,357.42,619.63
15.9151,733.4,349.12,628.91
15.9195,718.75,353.03,614.75
15.9238,724.61,354.49,618.65
15.9282,709.47,349.61,614.75
15.9326,727.54,348.14,610.84
15.9369,718.75,344.73,625.49
15.9413,718.26,338.38,612.79
15.9457,727.05,354,627.44
15.95,711.43,356.45,621.58
15.95,726.07,351.07,614.75
15.956,717.77,354.98,608.89
15.9604,722.17,348.14,612.79
15.9648,706.54,346.19,625
15.9691,721.19,345.21,610.35
15.9735,706.54,354.49,624.51
15.9779,717.77,337.4,607.91
15.9822,713.38,348.14,618.16
15.9866,719.73,357.91,629.39
15.9909,724.12,354.98,614.75
15.9953,713.38,353.03,611.82
15.9997,723.63,347.17,623.05
16.004,711.43,347.17,610.84
16.0084,730.96,352.05,613.28
16.0127,735.84,353.52,621.09
16.0171,716.31,345.7,631.35
16.0215,721.19,347.17,624.02
16.0259,708.98,343.26,601.07
16.0302,716.31,360.35,615.72
16.0346,708.98,340.82,623.54
16.039,721.19,350.1,613.77
16.0433,731.45,351.56,613.77
16.0477,726.07,345.7,620.12
16.052,708.98,353.52,615.23
16.0564,708.98,349.61,604
16.0608,704.1,337.4,621.58
16.0651,720.7,347.17,610.35
16.0695,724.12,345.7,627.44
16.0739,713.87,342.29,631.84
16.0782,712.89,350.1,617.68
16.0826,725.1,342.77,610.84
16.0869,720.21,331.54,616.7
16.087,722.66,357.42,628.91
16.0929,713.38,351.07,628.91
16.0973,711.91,340.82,607.42
16.1016,702.64,339.84,614.26
16.106,708.5,340.82,621.58
16.1104,716.8,345.7,616.7
16.1147,713.87,352.54,620.61
16.1191,710.45,353.52,620.61
16.1235,710.45,354.98,625.49
16.1278,711.43,351.56,617.19
16.1322,714.84,356.45,620.61
16.1366,726.07,343.26,612.3
16.141,714.84,330.57,613.77
16.1453,718.26,357.42,613.28
16.1497,718.75,343.75,609.86
16.1541,715.82,348.14,619.14
16.1584,722.17,349.61,613.77
16.1628,708.98,353.03,615.72
16.1672,708.5,344.24,615.72
16.1715,718.26,348.14,616.7
16.1759,729.49,339.36,616.7
16.1802,706.54,340.33,610.35
16.1846,725.1,341.31,609.37
16.189,703.61,344.24,614.26
16.1934,706.05,345.7,623.05
16.1977,711.43,349.12,612.3
16.2021,715.33,345.7,617.19
16.2064,699.71,347.17,610.84
16.2108,721.68,345.21,610.35
16.2152,722.17,345.21,617.19
16.2195,716.8,359.86,625.98
16.2239,718.75,352.05,614.75
16.2239,720.7,350.1,614.26
16.2299,718.26,345.21,621.09
16.2342,723.63,356.93,618.65
16.2386,714.36,351.07,613.28
16.243,725.1,351.07,608.89
16.2473,721.19,347.66,627.44
16.2517,721.68,342.77,612.79
16.2561,716.31,361.82,625
16.2604,724.12,352.54,608.89
16.2648,721.19,339.84,615.72
16.2691,716.8,335.45,607.91
16.2735,710.94,350.59,610.84
16.2779,708.5,351.56,618.16
16.2822,720.21,354,617.19
16.2866,715.33,339.84,617.68
16.291,722.17,358.89,611.82
16.2953,731.45,357.42,620.12
16.2997,718.26,352.54,631.35
16.3041,711.43,344.24,615.23
16.3084,701.66,349.12,630.37
16.3128,715.33,352.54,627.93
16.3172,727.54,343.26,620.12
16.3215,722.17,334.96,617.68
16.3259,728.03,355.47,613.77
16.3302,728.52,346.19,624.51
16.3346,719.24,361.33,613.28
16.339,709.96,347.66,610.35
16.3434,720.21,345.7,616.21
16.3477,708.5,357.42,608.4
16.3521,713.87,351.56,617.19
16.3565,733.4,343.75,606.45
16.3608,716.31,357.42,614.26
16.3608,723.14,343.26,608.89
16.3668,718.75,350.59,603.52
16.3712,717.77,355.47,613.77
16.3755,710.94,353.03,626.95
16.3799,716.8,360.35,627.93
16.3842,713.87,350.1,607.42
16.3886,710.45,346.68,620.61
16.393,705.57,342.29,612.79
16.3973,716.31,347.17,614.75
16.4017,714.36,346.19,617.19
16.4061,710.45,337.89,630.86
16.4104,715.82,360.84,619.14
16.4148,723.14,362.3,614.75
16.4192,717.29,350.1,624.02
16.4235,715.82,342.29,624.51
16.4279,728.52,346.68,616.21
16.4323,720.21,344.73,613.28
16.4366,727.05,354.49,611.33
16.441,708.5,341.8,614.26
16.4454,712.4,352.05,622.07
16.4497,715.82,340.33,617.68
16.4541,709.96,337.89,617.68
16.4584,716.8,350.1,618.16
16.4628,717.77,341.31,617.68
16.4672,716.31,348.14,611.33
16.4715,719.73,346.68,608.89
16.4759,717.77,349.61,618.16
16.4803,711.43,354.98,615.23
16.4846,715.33,345.7,619.14
16.489,714.36,348.14,609.37
16.4934,724.12,343.26,617.68
16.4978,726.07,355.96,613.77
16.4978,734.86,348.63,616.21
16.5037,723.14,346.19,623.05
16.508,729.98,356.45,622.07
16.5124,716.31,354.49,624.02
16.5168,715.82,339.84,618.65
16.5212,714.84,354.98,614.26
16.5255,718.26,357.91,611.33
16.5299,726.56,357.42,616.21
16.5343,713.87,360.84,613.28
16.5387,713.38,353.52,622.07
16.543,725.1,347.66,617.19
16.5474,715.82,357.42,614.75
16.5517,708.5,344.73,620.61
16.5561,715.33,334.96,618.65
16.5605,719.73,357.91,611.82
16.5648,723.14,345.21,608.89
16.5692,727.05,350.59,624.02
16.5735,708.98,345.21,610.35
16.5779,712.4,344.73,621.09
16.5823,713.38,343.26,623.54
16.5867,714.84,345.7,626.46
16.591,723.14,351.56,620.61
16.5954,722.66,345.21,625.98
16.5997,710.94,353.03,618.65
16.6041,714.36,351.07,625.98
16.6085,709.96,356.93,621.58
16.6129,724.12,344.24,621.58
16.6172,724.61,344.24,613.28
16.6216,723.63,349.61,620.61
16.6259,727.05,348.63,614.26
16.6303,725.1,338.87,606.93
16.6347,721.68,331.54,619.14
16.6347,710.94,356.45,615.23
16.6406,723.14,337.89,616.7
16.645,718.75,349.12,622.07
16.6494,724.61,354.98,623.54
16.6537,714.84,352.05,609.37
16.6581,721.19,342.77,628.42
16.6625,708.5,350.1,616.21
16.6668,712.89,357.91,620.12
16.6712,713.38,353.52,619.63
16.6756,723.63,346.19,622.56
16.6799,722.17,347.17,622.56
16.6843,708.98,356.45,618.16
16.6887,716.31,345.7,617.19
16.6931,714.36,363.77,616.21
16.6974,724.12,342.77,617.68
16.7018,716.31,348.63,609.37
16.7061,717.77,340.82,602.54
16.7105,717.77,350.59,613.77
16.7149,709.47,356.45,609.86
16.7192,711.91,348.63,625
16.7236,719.24,347.66,617.19
16.728,713.38,338.38,607.42
16.7323,711.91,351.56,612.3
16.7367,709.96,339.84,617.19
16.741,705.08,348.63,627.93
16.7454,712.4,340.82,612.3
16.7498,717.77,346.68,619.14
16.7542,728.03,343.75,614.26
16.7585,732.42,356.93,616.7
16.7629,709.47,352.05,622.56
16.7672,715.82,339.84,606.45
16.7716,721.68,353.03,622.07
16.7716,715.82,345.21,619.14
16.7776,715.82,335.94,611.33
16.7819,707.52,352.54,621.58
16.7863,724.12,340.82,630.86
16.7907,722.66,361.82,614.75
16.795,720.21,349.61,618.16
16.7994,720.21,345.7,615.72
16.8037,717.77,351.56,615.72
16.8081,732.91,338.87,628.91
16.8125,717.77,354,611.33
16.8169,718.75,357.42,614.75
16.8212,720.7,353.03,615.72
16.8256,721.68,343.26,603.52
16.83,721.19,360.35,607.42
16.8343,729.98,353.03,623.05
16.8387,719.24,350.1,615.72
16.8431,715.82,340.33,618.16
16.8474,725.59,357.42,619.14
16.8518,711.43,345.7,608.4
16.8561,720.7,342.29,618.16
16.8605,711.91,344.24,627.93
16.8649,711.91,339.84,615.72
16.8693,713.38,354.98,605.96
16.8736,712.4,355.47,611.82
16.878,717.77,347.17,616.7
16.8824,715.33,359.37,625
16.8868,708.5,363.28,620.12
16.8911,708.01,350.1,619.14
16.8955,719.24,343.75,622.07
16.8998,720.21,345.7,615.72
16.9042,719.73,341.8,626.95
16.9086,735.35,347.66,626.46
16.9086,721.68,344.73,627.44
16.9145,725.1,345.21,609.37
16.9189,706.05,338.87,617.19
16.9232,708.98,354.49,609.86
16.9276,718.26,338.87,617.68
16.932,725.59,361.33,617.19
16.9364,721.19,346.68,612.3
16.9407,724.12,350.1,623.05
16.9451,721.68,352.05,608.4
16.9495,717.29,341.8,608.4
16.9538,714.84,354,618.65
16.9582,708.01,347.66,619.14
16.9625,709.96,341.31,621.58
16.9669,720.7,343.26,614.26
16.9713,713.38,342.29,615.72
16.9757,716.31,358.89,615.23
16.98,716.31,347.17,614.26
16.9844,727.54,354,610.35
16.9888,720.7,353.03,611.33
16.9931,715.33,359.86,618.65
16.9975,710.94,351.56,613.28
17.0018,707.52,349.12,619.63
17.0062,702.64,350.1,621.58
17.0106,732.42,360.84,624.02
17.0149,719.24,346.68,622.07
17.0194,715.33,354.49,625
17.0237,715.82,353.52,621.09
17.028,716.8,348.63,611.82
17.0324,714.36,341.31,620.61
17.0368,711.91,354.98,625.49
17.0411,710.94,344.24,612.3
17.0455,718.26,348.63,623.54
17.0455,720.21,344.73,620.12
17.0515,736.82,358.4,622.56
17.0558,710.45,350.1,611.33
17.0602,705.57,347.17,612.3
17.0646,719.24,352.54,619.63
17.0689,716.8,340.82,623.54
17.0733,714.84,341.31,611.33
17.0777,721.68,364.26,606.45
17.082,725.59,358.4,612.79
17.0864,716.8,349.12,613.28
17.0908,717.77,345.21,618.65
17.0951,714.84,347.17,616.7
17.0995,717.77,344.73,622.07
17.1038,717.29,340.82,616.21
17.1082,717.29,350.59,620.61
17.1126,722.66,352.54,605.47
17.1169,706.05,348.14,615.72
17.1213,711.91,345.7,607.42
17.1257,720.7,341.31,618.65
17.13,713.38,348.63,618.16
17.1344,711.91,350.1,626.95
17.1388,722.66,355.96,604.49
17.1431,707.52,352.54,608.89
17.1475,709.47,351.56,616.7
17.1519,723.63,347.17,605.96
17.1562,719.24,351.07,622.07
17.1606,721.19,351.56,615.23
17.165,712.89,352.05,613.28
17.1693,713.38,348.14,611.33
17.1737,714.84,346.19,622.56
17.1781,719.73,355.47,614.26
17.1824,732.91,363.77,617.68
17.1824,711.43,342.29,620.61
17.1884,724.61,346.19,620.12
17.1928,729.49,349.61,624.02
17.1971,720.7,351.07,603.52
17.2015,722.66,362.79,618.16
17.2059,728.03,352.54,623.05
17.2102,720.7,359.86,606.93
17.2146,728.52,340.82,614.75
17.219,722.66,344.24,618.65
17.2233,713.87,347.66,621.58
17.2277,721.19,345.7,623.05
17.2321,715.82,348.14,628.91
17.2364,715.82,350.1,602.54
17.2408,724.12,351.56,626.46
17.2452,728.03,344.24,613.77
17.2495,725.59,352.54,621.58
17.2539,718.75,353.52,621.58
17.2582,722.66,352.54,613.28
17.2626,710.45,348.14,618.65
17.267,726.07,356.45,612.3
17.2713,717.29,351.56,614.26
17.2757,713.38,337.4,617.19
17.2801,708.5,349.12,612.3
17.2844,715.82,355.47,619.63
17.2888,706.05,342.77,608.4
17.2932,719.24,345.7,615.23
17.2975,711.43,358.4,613.28
17.302,720.21,348.63,625
17.3063,722.17,368.65,621.58
17.3106,717.29,352.05,614.26
17.315,716.31,347.66,618.65
17.3194,710.45,338.87,603.52
17.3194,727.54,349.12,621.09
17.3253,720.7,343.26,616.7
17.3297,709.47,336.91,616.7
17.3341,723.63,348.14,616.7
17.3384,712.4,359.86,612.3
17.3428,699.71,356.45,619.14
17.3472,717.29,347.17,609.86
17.3515,711.43,356.93,611.82
17.356,718.26,346.19,618.65
17.3603,730.47,351.07,625
17.3646,715.33,346.68,611.33
17.369,731.93,346.19,620.12
17.3734,715.33,345.21,617.19
17.3777,708.01,349.12,621.09
17.3821,707.52,354,618.16
17.3865,710.45,344.24,615.23
17.3908,714.36,349.61,607.91
17.3952,714.84,348.14,618.16
17.3996,722.66,340.33,617.19
17.4039,717.29,350.1,620.12
17.4083,707.52,346.68,622.07
17.4127,725.1,353.03,610.84
17.417,720.7,340.82,616.7
17.4214,709.47,347.66,607.42
17.4258,721.68,353.03,624.02
17.4301,728.52,346.19,614.26
17.4345,710.94,333.98,621.09
17.4389,714.84,353.03,618.16
17.4433,725.1,348.63,621.09
17.4476,708.98,348.14,625.98
17.452,712.89,344.73,617.68
17.4563,719.73,350.59,619.14
17.4563,718.75,349.12,611.82
17.4623,730.47,360.84,623.54
17.4667,712.89,340.33,618.65
17.471,705.57,353.52,623.54
17.4754,715.33,349.12,630.86
17.4798,719.73,339.84,616.21
17.4841,721.68,342.77,621.09
17.4885,712.4,340.33,622.07
17.4929,710.94,353.52,609.37
17.4972,712.89,343.75,614.26
17.5016,726.56,348.63,612.3
17.506,716.31,353.52,612.79
17.5103,730.96,351.07,611.82
17.5147,721.19,365.72,615.72
17.5191,718.75,351.56,623.54
17.5234,727.05,342.29,623.54
17.5278,706.05,355.96,618.16
17.5321,720.21,364.26,615.72
17.5365,726.56,351.56,612.79
17.5409,706.05,355.47,621.58
17.5453,716.31,346.19,623.05
17.5496,720.21,345.7,610.35
17.554,721.19,354.49,626.46
17.5584,722.66,361.82,614.26
17.5628,725.59,343.26,617.19
17.5671,719.24,355.47,615.23
17.5715,727.54,349.12,615.72
17.5758,705.08,337.89,620.12
17.5802,722.66,349.61,614.26
17.5845,715.82,354.49,623.05
17.5889,716.31,344.73,622.07
17.5933,700.68,344.73,615.72
17.5933,713.38,346.68,618.16
17.5992,714.84,346.19,612.3
17.6036,728.03,351.07,614.75
17.608,712.4,344.73,626.46
17.6123,718.75,355.96,624.51
17.6167,720.21,362.3,619.14
17.6211,720.21,351.07,619.63
17.6254,710.94,348.63,611.82
17.6298,731.45,353.03,617.19
17.6342,723.14,345.21,612.79
17.6385,715.82,356.45,621.58
17.6429,713.87,352.54,607.91
17.6473,726.07,348.63,612.79
17.6516,719.73,350.59,622.56
17.656,718.75,339.84,611.82
17.6604,721.19,340.33,612.79
17.6647,725.59,350.59,624.02
17.6691,721.68,351.56,626.46
17.6735,725.59,342.77,616.21
17.6778,725.1,338.87,617.68
17.6822,714.36,348.63,616.21
17.6866,725.59,339.36,613.77
17.6909,735.84,352.54,614.75
17.6953,718.26,353.52,613.28
17.6996,737.79,353.03,618.16
17.704,712.4,351.07,618.65
17.7084,730.96,345.7,616.21
17.7128,716.8,343.26,615.23
17.7171,721.19,351.07,619.14
17.7215,708.5,347.17,620.12
17.7258,714.84,345.7,622.07
17.7302,724.12,354.49,623.54
17.7302,725.1,356.93,607.91
17.7362,716.8,342.29,623.54
17.7405,723.14,341.31,616.21
17.7449,725.59,360.35,613.77
17.7493,731.45,340.33,614.75
17.7536,711.91,345.7,625.98
17.758,708.5,355.47,613.77
17.7624,713.87,347.66,618.65
17.7667,720.21,354.98,616.7
17.7711,720.7,351.56,624.02
17.7755,719.24,345.7,613.28
17.7798,712.4,339.36,616.21
17.7842,720.21,351.56,617.68
17.7886,718.26,355.96,617.19
17.7929,724.61,340.82,614.75
17.7973,721.19,361.33,610.35
17.8017,725.1,352.54,614.26
17.806,724.12,356.45,613.28
17.8104,718.75,337.89,612.79
17.8148,730.96,357.42,627.44
17.8192,712.89,347.17,621.09
17.8235,710.45,343.75,614.75
17.8279,717.77,355.96,616.21
17.8322,729.49,355.96,626.46
17.8366,726.07,340.33,618.65
17.841,716.31,350.59,606.93
17.8453,718.26,346.19,625.98
17.8497,717.77,343.75,621.58
17.8541,719.73,351.07,612.3
17.8584,713.38,355.47,616.7
17.8628,713.38,354.98,626.95
17.8672,718.75,349.12,621.58
17.8672,724.12,348.14,614.75
17.8731,705.57,337.4,610.84
17.8775,721.19,356.45,622.56
17.8818,715.82,345.7,618.16
17.8862,717.77,355.96,633.3
17.8906,724.61,354,625
17.895,719.24,350.1,626.95
17.8993,719.73,346.19,617.19
17.9037,713.38,340.33,616.7
17.908,725.59,356.45,621.58
17.9124,712.89,341.31,616.7
17.9168,723.63,345.7,615.72
17.9212,719.73,348.14,621.09
17.9255,716.8,350.59,617.19
17.9299,730.96,339.84,608.4
17.9342,723.14,349.12,614.75
17.9386,712.89,335.94,608.89
17.943,720.21,348.14,627.93
17.9473,715.33,347.66,631.84
17.9517,714.84,360.35,611.33
17.9561,711.43,339.84,609.37
17.9604,713.38,357.42,619.63
17.9648,711.43,352.05,612.3
17.9692,712.4,339.36,612.3
17.9735,715.33,348.63,614.75
17.9779,710.45,351.56,626.95
17.9823,720.7,347.17,618.16
17.9866,714.84,351.07,612.79
17.991,732.42,346.19,609.86
17.9954,719.73,347.17,620.12
17.9997,707.03,360.35,612.3
18.0041,720.21,348.63,621.58
18.0041,714.36,335.94,606.93
18.0101,719.73,352.54,622.07
18.0144,711.91,344.24,625.98
18.0188,720.7,340.33,620.61
18.0232,712.4,344.24,624.51
18.0275,708.98,355.47,614.26
18.0318,719.73,345.7,607.91
18.0362,731.93,354.98,621.09
18.0406,700.68,345.21,621.58
18.045,716.8,339.84,623.54
18.0493,710.45,347.66,609.37
18.0537,713.38,353.03,618.65
18.0581,711.43,355.47,634.77
18.0624,727.05,341.8,614.75
18.0668,729.98,341.8,631.35
18.0712,716.31,330.08,610.35
18.0755,719.73,355.47,624.51
18.0799,718.26,341.31,616.21
18.0843,702.15,341.8,614.75
18.0886,721.19,347.66,620.61
18.093,730.96,352.54,615.23
18.0974,732.91,344.73,622.56
18.1017,722.17,348.14,622.07
18.1061,705.57,354.49,614.75
18.1105,738.28,349.12,627.44
18.1148,723.63,355.47,622.07
18.1192,712.89,344.24,619.14
18.1236,729.98,343.75,611.82
18.1279,714.36,337.89,622.56
18.1323,726.07,344.73,626.46
18.1367,722.66,345.21,621.09
18.141,711.91,347.66,621.58
18.141,729.98,343.75,616.7
18.147,714.36,351.56,610.35
18.1514,731.93,347.17,610.35
18.1558,726.07,345.7,608.89
18.1601,719.24,346.19,618.16
18.1645,710.94,346.19,618.16
18.1688,711.43,350.59,619.63
18.1732,706.05,351.07,618.65
18.1776,718.75,340.82,618.16
18.1819,717.29,359.37,621.09
18.1863,717.77,340.82,616.21
18.1907,722.66,339.36,620.61
18.195,712.89,355.96,618.65
18.1994,723.14,340.33,624.02
18.2038,723.14,343.26,612.3
18.2081,707.03,354.98,614.75
18.2125,726.07,350.59,622.07
18.2168,709.47,364.75,619.63
18.2212,728.03,354,619.14
18.2256,705.57,346.19,627.93
18.2299,719.24,349.12,613.77
18.2343,719.24,350.59,615.72
18.2387,720.21,345.7,613.28
18.243,711.91,344.24,621.09
18.2474,713.87,350.59,611.82
18.2518,718.75,340.82,613.28
18.2561,716.31,344.24,615.72
18.2605,726.07,353.03,612.3
18.2649,728.52,339.36,625.98
18.2693,719.24,341.31,606.45
18.2736,713.87,351.07,610.84
18.278,718.75,348.14,615.23
18.278,714.84,355.47,621.58
18.2839,710.94,337.89,626.95
18.2883,723.63,332.52,611.82
18.2927,712.4,351.07,618.16
18.297,718.26,344.73,619.63
18.3014,716.8,351.07,618.65
18.3058,710.45,341.8,627.93
18.3101,719.73,339.36,618.16
18.3145,714.36,348.14,622.07
18.3189,706.05,363.28,613.28
18.3232,727.54,339.36,622.56
18.3276,712.4,335.94,614.26
18.332,711.43,347.66,615.23
18.3363,715.82,346.68,624.02
18.3407,721.68,343.75,605.96
18.3451,727.54,356.93,610.84
18.3494,704.1,352.54,624.02
18.3538,715.82,347.17,611.82
18.3582,727.05,341.8,611.33
18.3625,710.94,347.66,611.82
18.3669,729.49,348.63,608.4
18.3713,722.17,345.7,612.3
18.3756,707.52,350.1,615.72
18.38,712.4,354,608.4
18.3843,722.17,360.84,616.21
18.3887,723.63,365.72,618.16
18.3931,727.54,353.03,623.05
18.3974,722.17,360.35,619.14
18.4018,734.37,342.29,617.68
18.4062,720.21,345.7,611.82
18.4105,721.68,344.73,610.84
18.4149,720.21,344.73,621.58
18.4149,725.1,346.19,616.7
18.4209,716.8,354,618.16
