Program Time [s],data 0,data 1,data 2
11.3089,704.1,359.86,605.47
11.3133,718.26,348.63,618.16
11.3177,715.33,341.8,612.3
11.3221,716.8,345.21,621.09
11.3264,706.54,348.14,620.12
11.3308,709.96,350.1,609.37
11.3352,721.68,362.3,619.63
11.3395,709.96,351.56,619.63
11.3439,708.5,353.52,610.84
11.3482,714.36,344.73,621.09
11.3526,712.4,338.38,616.7
11.357,726.07,352.54,619.63
11.3614,703.12,345.21,625
11.3657,727.54,357.42,622.56
11.3701,715.82,343.75,619.63
11.3744,710.94,336.91,612.79
11.3788,718.75,341.8,618.65
11.3832,727.05,349.61,620.12
11.3875,713.87,352.54,605.47
11.392,717.29,346.19,621.58
11.3963,721.19,347.66,622.07
11.4007,721.68,339.36,611.82
11.405,718.26,339.36,609.37
11.4094,717.77,341.31,617.68
11.4137,725.59,345.7,620.12
11.4181,704.1,345.7,617.19
11.4225,722.66,352.05,612.3
11.4269,721.19,352.54,617.68
11.4312,719.73,352.05,620.12
11.4312,712.89,347.66,617.68
11.4371,718.75,348.14,612.79
11.4415,722.66,360.84,611.82
11.4459,720.21,346.68,615.72
11.4503,714.36,349.61,625
11.4546,725.59,345.7,625
11.459,714.84,351.07,606.45
11.4634,715.82,348.14,620.12
11.4677,708.98,347.66,629.88
11.4721,709.47,358.4,622.56
11.4765,722.66,354.98,619.63
11.4808,723.14,360.35,625.98
11.4852,705.08,357.91,618.65
11.4896,724.12,356.45,618.16
11.4939,721.68,350.1,617.68
11.4983,717.77,337.89,624.02
11.5026,717.77,350.1,610.35
11.507,717.77,352.54,604
11.5114,717.29,359.37,608.89
11.5158,713.38,349.61,605.47
11.5201,718.26,355.96,615.23
11.5245,716.31,346.19,617.19
11.5289,707.52,344.73,616.7
11.5332,717.29,334.47,618.65
11.5375,705.57,352.54,616.21
11.5419,712.89,338.38,628.91
11.5463,705.57,344.73,615.23
11.5507,717.29,360.84,623.54
11.555,726.07,350.1,623.54
11.5594,715.82,350.59,616.7
11.5638,722.66,339.84,621.09
11.5682,736.33,344.73,625.49
11.5682,715.33,360.84,622.07
11.5741,709.96,353.52,623.54
11.5785,720.7,346.19,619.14
11.5828,726.56,345.7,626.46
11.5872,724.12,345.21,615.23
11.5916,713.87,346.19,614.75
11.5959,729.49,353.03,613.28
11.6003,713.87,348.14,611.33
11.6047,716.31,351.07,613.77
11.609,715.82,337.4,611.82
11.6134,720.21,345.7,610.35
11.6178,729.49,345.21,606.93
11.6221,717.77,354.49,614.75
11.6265,724.12,341.31,611.33
11.6308,729,338.38,615.23
11.6352,722.66,345.7,628.91
11.6395,714.36,348.14,614.26
11.644,720.7,347.66,612.79
11.6483,716.8,341.31,613.77
11.6526,723.14,337.89,627.44
11.6571,711.91,356.93,614.75
11.6614,713.38,341.8,623.05
11.6658,721.68,352.54,614.75
11.6701,715.82,350.59,625.49
11.6745,720.7,343.75,620.61
11.6789,718.75,342.29,614.26
11.6833,716.8,337.4,626.46
11.6876,720.21,354.98,619.14
11.692,722.17,349.61,615.72
11.6963,706.05,353.03,619.14
11.7007,699.71,348.63,615.23
11.7051,712.89,356.93,613.28
11.7051,717.29,354.98,620.12
11.711,727.54,343.26,602.54
11.7154,720.7,341.31,599.61
11.7197,717.29,347.66,608.89
11.7241,713.87,348.14,624.02
11.7285,707.52,350.1,617.68
11.7329,712.4,348.14,600.59
11.7372,710.45,351.56,616.7
11.7416,716.8,345.21,604.98
11.746,717.29,353.52,612.79
11.7503,713.38,341.31,615.72
11.7546,722.17,348.63,624.02
11.759,711.43,344.73,612.3
11.7634,720.21,349.12,615.23
11.7678,727.05,346.68,620.12
11.7722,717.77,351.56,625
11.7765,716.31,351.56,617.68
11.7809,730.96,345.7,620.12
11.7852,715.82,359.37,621.58
11.7896,729,344.24,638.18
11.794,716.31,348.63,620.61
11.7983,723.63,338.38,620.61
11.8027,723.63,347.17,622.07
11.8071,714.36,342.77,629.88
11.8114,718.75,342.29,623.05
11.8158,708.98,342.29,628.42
11.8201,722.17,343.75,604
11.8246,720.21,357.91,617.19
11.8289,726.56,350.59,612.3
11.8333,724.61,341.8,620.61
11.8376,710.94,354.49,608.89
11.842,714.36,353.52,612.3
11.842,717.77,340.33,595.21
11.848,721.19,346.68,613.28
11.8523,717.29,341.31,611.33
11.8567,714.84,362.3,612.3
11.8611,714.84,351.56,610.84
11.8654,718.75,350.1,614.75
11.8698,708.98,344.24,618.65
11.8742,711.43,346.68,621.09
11.8785,716.8,346.19,613.77
11.8829,715.33,341.31,618.16
11.8872,716.31,354,624.51
11.8916,724.61,352.54,619.63
11.896,708.5,351.56,608.89
11.9004,723.14,356.93,617.68
11.9047,712.89,354.49,616.21
11.9091,721.68,344.73,621.09
11.9135,718.26,349.12,619.14
11.9178,716.31,353.03,600.1
11.9222,734.86,361.82,604.98
11.9266,712.4,334.96,613.28
11.9309,722.17,351.56,626.95
11.9353,717.77,353.52,616.21
11.9397,713.87,355.96,617.68
11.944,707.52,353.52,614.26
11.9484,708.01,354,610.84
11.9527,714.36,349.61,615.23
11.9571,724.12,343.26,601.07
11.9615,727.05,346.68,606.93
11.9658,724.12,336.43,621.58
11.9702,710.94,345.7,618.65
11.9746,717.77,354.49,619.63
11.9789,713.87,348.14,615.23
11.9789,731.93,340.82,625
11.9849,723.14,338.87,624.02
11.9893,730.96,351.56,624.51
11.9936,724.61,349.12,624.51
11.998,719.73,341.31,617.68
12.0023,719.73,333.01,621.09
12.0067,726.07,347.66,624.51
12.0111,722.66,352.05,625.98
12.0154,713.38,364.26,614.75
12.0198,709.96,341.8,610.35
12.0242,732.42,361.33,615.23
12.0286,726.07,347.66,615.23
12.0329,708.01,347.66,619.63
12.0373,708.5,361.82,621.58
12.0417,716.31,358.89,609.86
12.046,707.03,354.49,612.3
12.0504,728.03,334.47,615.23
12.0548,719.73,344.24,613.77
12.0591,710.94,352.05,602.05
12.0635,709.47,355.47,610.35
12.0679,715.82,357.42,616.21
12.0722,727.54,346.68,610.35
12.0766,727.05,336.91,610.35
12.081,721.19,349.61,603.52
12.0854,725.59,354,621.58
12.0897,712.4,354.49,623.05
12.094,711.91,351.07,616.7
12.0984,707.52,353.03,619.63
12.1028,708.01,344.73,610.84
12.1072,714.36,359.86,622.56
12.1115,710.45,349.61,604.49
12.1159,721.19,358.89,625
12.1159,717.29,348.14,617.19
12.1218,710.94,343.75,623.05
12.1262,706.54,333.98,619.63
12.1306,716.31,347.17,615.23
12.1349,706.54,341.8,621.58
12.1393,706.05,345.21,625.49
12.1437,723.14,340.33,614.75
12.1481,719.73,356.93,621.58
12.1524,715.82,354.49,610.35
12.1568,721.19,347.66,601.07
12.1611,719.24,338.87,619.14
12.1655,714.36,347.17,620.61
12.1698,711.43,354.98,622.07
12.1742,718.26,356.93,613.77
12.1786,721.19,341.31,622.56
12.1829,729.98,343.75,621.09
12.1873,712.4,352.05,616.7
12.1917,721.19,357.91,623.54
12.196,734.86,355.96,619.63
12.2004,726.56,343.26,611.33
12.2048,715.82,352.05,628.42
12.2092,728.52,352.05,618.16
12.2136,710.45,342.29,612.3
12.2179,716.31,350.59,620.61
12.2223,704.59,355.47,626.95
12.2266,710.94,342.29,614.26
12.231,726.56,366.21,625
12.2353,720.21,354,619.14
12.2397,708.5,353.03,617.68
12.2441,723.14,358.89,614.75
12.2484,726.07,348.14,613.77
12.2528,723.63,363.77,618.16
12.2528,727.54,350.59,623.54
12.2588,719.73,359.37,609.86
12.2631,716.31,362.79,610.35
12.2675,722.66,340.82,622.56
12.2718,710.94,359.37,609.86
12.2762,714.84,359.86,623.05
12.2806,722.17,350.59,604
12.285,719.24,345.21,614.75
12.2893,718.75,347.66,607.91
12.2937,720.21,352.54,617.68
12.298,718.75,356.45,616.21
12.3024,721.19,355.47,611.82
12.3068,709.47,354.49,616.7
12.3111,725.59,340.82,616.21
12.3155,712.89,350.1,617.19
12.3199,715.82,343.75,618.16
12.3243,719.24,350.59,617.19
12.3286,714.36,353.52,626.46
12.333,714.84,351.56,623.54
12.3373,712.4,349.61,625.98
12.3417,728.03,348.63,615.23
12.3461,710.94,355.47,619.63
12.3504,707.03,340.82,611.33
12.3548,710.94,347.66,614.26
12.3592,726.07,360.35,615.72
12.3635,716.31,357.42,609.37
12.3679,715.33,349.12,620.12
12.3723,722.17,353.03,610.84
12.3766,716.31,354.98,609.86
12.381,725.1,345.21,605.47
12.3854,726.07,348.63,610.35
12.3898,721.19,354,606.45
12.3898,716.31,343.75,621.58
12.3957,721.19,346.68,611.33
12.4001,726.56,345.7,619.14
12.4044,723.14,345.7,614.26
12.4088,719.73,350.59,622.07
12.4132,717.77,351.07,609.86
12.4175,731.93,350.59,610.35
12.4219,718.26,349.12,609.37
12.4263,717.77,351.56,620.61
12.4306,711.43,355.96,621.09
12.435,710.94,338.38,608.4
12.4394,710.45,354.98,619.14
12.4437,709.47,351.07,621.58
12.4481,722.17,346.19,622.56
12.4524,719.24,347.17,617.19
12.4568,723.63,352.05,613.28
12.4612,704.1,343.75,622.07
12.4655,720.7,351.07,620.61
12.4699,710.45,337.89,603.03
12.4743,713.87,352.54,605.96
12.4786,709.47,359.86,615.23
12.483,708.98,346.19,602.54
12.4873,719.24,346.19,627.93
12.4918,704.59,333.98,613.77
12.4961,723.14,338.38,624.02
12.5005,721.68,346.19,623.54
12.5048,714.84,343.75,612.3
12.5092,718.75,346.19,625
12.5136,721.19,353.03,614.75
12.5179,721.19,353.52,610.35
12.5224,725.59,355.96,626.46
12.5267,722.66,361.82,624.02
12.5267,725.59,344.73,624.02
12.5326,703.61,346.68,615.72
12.537,715.33,343.75,624.51
12.5413,721.68,358.4,617.19
12.5457,725.59,350.1,626.46
12.5501,721.68,347.17,622.56
12.5544,720.21,353.52,618.16
12.5588,719.73,359.37,618.65
12.5632,705.57,348.63,615.23
12.5675,718.75,346.68,612.79
12.5719,717.29,350.59,615.23
12.5763,718.26,353.03,615.23
12.5807,723.14,345.21,623.05
12.585,724.12,353.03,615.72
12.5894,720.7,361.82,624.51
12.5937,722.17,339.36,611.82
12.5981,705.08,349.12,612.3
12.6025,718.75,335.94,615.23
12.6068,717.77,356.45,621.09
12.6112,711.43,340.33,601.56
12.6156,723.14,353.52,622.07
12.6199,723.63,344.24,610.84
12.6243,725.1,364.75,613.77
12.6287,701.17,353.52,622.56
12.633,708.01,352.05,621.58
12.6374,724.61,339.84,621.58
12.6418,715.33,341.8,617.68
12.6461,715.33,356.45,628.42
12.6505,710.94,346.68,622.07
12.6549,732.91,349.61,615.23
12.6592,710.94,359.37,622.56
12.6636,716.31,346.19,617.68
12.6636,720.7,338.87,614.75
12.6695,722.17,346.68,628.91
12.6739,729.98,354,629.88
12.6783,720.7,349.12,616.21
12.6827,726.07,351.56,610.35
12.687,710.94,339.36,612.3
12.6914,726.07,358.4,613.77
12.6958,720.7,353.03,617.68
12.7001,722.17,360.84,614.26
12.7045,717.29,340.82,613.77
12.7088,738.28,358.4,618.16
12.7132,709.96,357.42,610.84
12.7176,716.8,354.49,615.72
12.7219,711.91,357.91,612.79
12.7263,713.38,355.47,611.33
12.7307,716.8,350.1,609.37
12.735,714.36,361.82,601.07
12.7394,712.4,374.02,609.37
12.7438,719.24,348.14,619.14
12.7481,715.33,354,607.42
12.7525,707.52,334.47,620.61
12.7569,712.89,349.61,612.3
12.7613,725.59,354,627.93
12.7656,722.17,348.63,619.14
12.77,721.19,337.89,615.72
12.7744,727.54,348.63,620.12
12.7788,716.8,350.1,620.12
12.7831,714.36,345.21,621.58
12.7875,715.33,345.21,620.61
12.7918,704.59,336.43,618.16
12.7962,727.05,349.61,601.07
12.8005,724.12,345.7,625.49
12.8005,728.52,348.63,622.07
12.8065,717.77,359.86,610.35
12.8109,722.17,344.73,620.61
12.8152,736.82,337.89,619.63
12.8196,711.91,346.19,612.79
12.824,716.8,353.03,610.84
12.8283,709.47,353.52,616.21
12.8327,726.07,352.05,616.21
12.837,717.77,356.93,615.23
12.8414,721.68,341.31,611.82
12.8458,706.54,340.82,619.14
12.8501,718.75,351.07,614.26
12.8545,717.77,345.7,613.28
12.8589,719.24,346.19,609.86
12.8632,718.26,343.75,612.3
12.8676,727.05,355.47,619.63
12.872,727.54,350.1,611.33
12.8764,722.66,354,614.75
12.8807,712.89,354.49,618.16
12.8851,723.14,349.61,631.35
12.8894,710.45,354,618.16
12.8938,717.77,357.91,607.91
12.8981,715.33,354.98,622.07
12.9025,723.14,343.26,610.84
12.9069,728.52,334.96,618.16
12.9113,718.26,347.17,614.75
12.9156,706.05,336.91,615.72
12.92,717.77,348.14,624.51
12.9244,730.96,350.1,615.23
12.9287,720.21,352.05,629.88
12.9331,724.12,340.82,627.93
12.9375,722.66,350.59,610.35
12.9375,710.94,349.61,617.68
12.9434,736.33,356.45,612.79
12.9478,730.47,351.56,620.61
12.9521,719.24,342.77,615.23
12.9565,723.14,353.03,631.35
12.9609,712.4,356.45,620.12
12.9653,727.05,357.42,621.58
12.9696,729,340.33,623.05
12.974,709.96,343.26,621.09
12.9783,730.96,339.36,610.35
12.9827,713.87,345.21,622.56
12.9871,709.96,359.37,611.82
12.9914,723.14,355.96,626.46
12.9958,726.56,350.59,613.28
13.0002,706.05,352.54,611.33
13.0046,714.84,358.4,613.28
13.0089,713.38,344.24,614.75
13.0133,711.91,356.45,625
13.0177,706.54,343.75,628.91
13.022,722.17,340.82,614.26
13.0264,709.47,358.4,629.39
13.0307,720.21,356.93,618.65
13.0351,724.61,338.38,620.12
13.0395,720.7,335.94,633.3
13.0438,726.07,356.93,617.68
13.0482,716.31,343.26,616.21
13.0526,736.82,345.7,607.42
13.0569,721.19,349.12,617.68
13.0613,712.89,354.49,621.09
13.0657,716.31,338.87,628.42
13.07,728.52,340.82,615.23
13.0744,726.07,344.24,612.3
13.0744,725.59,339.84,616.7
13.0804,704.59,351.07,614.26
13.0847,731.45,339.84,616.21
13.0891,726.56,356.45,611.82
13.0935,729.98,353.03,607.42
13.0978,715.33,358.89,615.72
13.1022,711.91,356.45,616.21
13.1065,720.7,341.8,619.63
13.1109,711.43,346.68,629.39
13.1153,720.7,358.4,611.82
13.1197,717.77,345.21,624.02
13.124,713.87,345.21,625.49
13.1284,720.21,347.66,624.02
13.1328,722.66,355.96,620.61
13.1371,718.75,351.07,617.68
13.1415,715.82,345.21,620.61
13.1458,714.84,354.49,617.19
13.1502,710.45,348.14,628.91
13.1546,731.45,353.03,618.16
13.1589,714.36,341.8,607.42
13.1633,727.54,350.1,617.68
13.1677,716.8,352.05,613.77
13.172,727.05,356.45,614.26
13.1764,722.66,356.45,615.23
13.1808,720.7,354.98,622.07
13.1851,728.52,353.03,625.49
13.1895,716.8,358.89,618.65
13.1939,719.73,346.19,624.02
13.1982,729,346.19,617.68
13.2026,715.82,361.82,618.65
13.207,722.66,349.61,619.14
13.2113,712.89,348.63,615.23
13.2113,727.05,347.17,626.46
13.2173,723.63,354.49,614.75
13.2217,721.68,357.91,619.14
13.226,720.7,336.91,610.84
13.2305,721.19,348.63,621.58
13.2347,713.38,351.07,624.51
13.2391,709.96,348.63,616.7
13.2435,718.75,339.36,619.14
13.2478,710.45,352.05,621.58
13.2522,724.12,363.28,613.77
13.2566,721.19,339.36,623.05
13.2609,707.52,344.24,624.51
13.2653,723.63,345.21,613.77
13.2697,724.12,353.52,628.42
13.2741,712.4,353.03,617.19
13.2784,715.82,344.24,618.65
13.2828,727.05,341.8,611.33
13.2872,724.61,344.73,609.86
13.2915,722.17,344.24,613.77
13.2959,723.63,361.82,619.63
13.3002,720.7,348.63,619.14
13.3046,708.98,358.4,619.14
13.309,730.47,355.96,614.26
13.3133,724.12,342.29,604.49
13.3177,714.84,348.63,619.14
13.3221,718.26,353.52,616.7
13.3264,712.4,347.17,612.79
13.3308,726.56,353.52,626.46
13.3352,714.84,349.61,616.21
13.3395,717.29,354,609.37
13.3439,722.66,353.03,615.72
13.3482,714.36,362.79,616.7
13.3483,716.8,353.03,613.28
13.3542,712.4,343.26,627.93
13.3586,726.56,354.49,614.75
13.3629,707.52,359.37,619.63
13.3673,717.29,345.21,620.61
13.3717,715.33,350.1,614.75
13.3761,714.84,355.96,613.28
13.3804,709.47,365.23,619.14
13.3848,728.52,346.19,619.14
13.3892,728.52,357.42,614.75
13.3935,715.33,349.12,613.77
13.3979,722.66,346.68,611.82
13.4022,715.82,346.19,612.79
13.4066,721.19,352.54,616.7
13.411,722.17,354.98,629.39
13.4153,713.87,356.93,608.89
13.4197,717.29,346.68,614.26
13.4241,721.19,354,610.84
13.4284,725.1,352.05,628.91
13.4328,715.33,344.24,622.56
13.4372,708.98,350.59,621.58
13.4415,715.33,352.05,616.21
13.4459,716.31,346.19,619.14
13.4503,725.1,356.45,609.86
13.4546,718.75,347.66,619.14
13.459,711.91,345.7,612.79
13.4634,712.89,340.82,624.51
13.4677,716.31,353.52,617.19
13.4721,716.31,343.75,614.26
13.4765,705.08,345.7,615.72
13.4808,718.75,352.54,613.28
13.4853,723.14,344.24,614.26
13.4853,722.66,365.72,612.3
13.4911,708.01,353.03,626.95
13.4955,711.91,346.68,613.77
13.4999,720.21,349.61,617.68
13.5043,721.19,353.03,606.45
13.5086,715.82,356.93,613.28
13.513,717.77,355.96,609.86
13.5173,713.38,360.35,622.07
13.5217,714.84,360.84,625.49
13.526,712.4,350.59,620.61
13.5304,737.79,358.89,612.3
13.5348,724.61,351.07,615.23
13.5392,717.29,345.7,619.63
13.5436,721.68,362.3,620.61
13.5479,714.36,344.24,623.54
13.5523,708.5,355.47,601.07
13.5567,711.43,350.1,621.09
13.561,705.57,348.14,611.82
13.5654,717.77,356.93,625
13.5697,719.24,351.56,615.23
13.5741,716.31,352.54,609.86
13.5785,723.63,352.05,616.21
13.5828,717.77,343.75,617.68
13.5872,723.14,342.29,618.65
13.5915,708.98,339.36,604.98
13.596,712.89,335.45,625
13.6003,722.66,354,627.44
13.6046,729.49,352.05,619.63
13.609,716.31,357.91,603.52
13.6134,715.82,349.12,612.79
13.6178,711.91,357.42,611.82
13.6221,707.03,352.54,614.75
13.6221,726.56,345.21,614.75
13.6281,718.26,352.05,624.02
13.6325,724.12,351.07,618.65
13.6368,719.24,346.68,606.45
13.6412,724.61,349.12,615.72
13.6456,731.93,357.42,607.91
13.6499,720.21,353.03,617.68
13.6543,712.89,350.1,621.58
13.6587,714.36,341.8,618.16
13.663,714.36,341.8,617.19
13.6674,713.38,344.73,618.16
13.6718,715.33,346.19,619.14
13.6761,711.91,353.52,612.3
13.6805,725.59,362.3,618.16
13.6848,725.59,339.84,613.77
13.6892,723.63,354.98,620.61
13.6936,722.66,346.68,614.75
13.6979,728.52,339.84,614.26
13.7023,715.82,337.89,616.21
13.7067,705.57,339.36,622.56
13.711,718.26,354.49,625
13.7154,713.38,353.03,613.77
13.7198,709.96,341.31,626.46
13.7241,718.75,347.17,612.3
13.7285,724.12,342.29,621.09
13.7329,707.52,368.16,615.23
13.7372,721.19,345.21,609.37
13.7416,721.68,346.19,608.4
13.746,720.7,362.3,618.16
13.7503,713.87,363.77,619.14
13.7547,715.33,356.93,611.82
13.759,720.7,347.17,616.7
13.759,719.73,350.1,613.28
13.765,729.98,342.29,613.28
13.7694,726.56,333.5,614.26
13.7738,733.4,349.61,619.63
13.7781,716.31,356.45,626.95
13.7825,722.17,353.52,614.26
13.7869,714.84,347.17,631.84
13.7912,721.19,350.1,616.7
13.7956,727.05,342.77,620.61
13.8,725.1,343.75,627.93
13.8043,727.05,348.63,621.58
13.8087,727.05,355.96,616.7
13.813,717.29,356.93,621.58
13.8174,714.36,341.31,612.3
13.8218,719.73,342.77,620.61
13.8261,707.03,352.05,621.58
13.8305,708.01,344.73,624.51
13.8349,715.82,342.29,617.68
13.8393,718.75,333.98,617.19
13.8436,724.12,353.03,617.68
13.848,720.7,353.03,634.28
13.8523,719.73,347.17,610.35
13.8568,722.17,349.61,615.23
13.8611,720.21,361.33,617.19
13.8654,717.77,353.03,622.56
13.8698,724.61,346.68,627.93
13.8742,723.14,341.8,617.68
13.8785,704.59,338.87,606.45
13.8829,716.31,353.52,625
13.8873,716.8,362.79,621.58
13.8916,707.52,357.42,617.19
13.896,724.12,338.38,612.3
13.896,709.96,339.84,623.05
13.902,734.86,359.86,617.68
13.9063,728.52,354.49,618.65
13.9107,717.77,342.29,615.23
13.9151,729,348.63,618.65
13.9194,723.63,352.05,620.12
13.9238,713.38,363.28,612.3
13.9282,714.84,347.17,620.12
13.9325,717.29,334.96,626.46
13.9369,710.94,340.82,610.84
13.9413,718.75,355.47,615.72
13.9456,724.12,358.4,616.21
13.95,729,356.45,631.35
13.9543,719.24,350.59,609.37
13.9587,707.03,354.49,634.28
13.9631,724.12,338.38,618.16
13.9674,730.47,350.59,625.98
13.9718,712.4,342.77,624.51
13.9762,723.14,346.68,608.4
13.9805,713.38,351.56,628.42
13.9849,725.59,359.37,615.23
13.9893,725.1,362.3,627.93
13.9937,729,357.42,617.68
13.998,723.63,345.21,612.79
14.0024,717.29,349.12,617.68
14.0068,717.77,357.91,606.45
14.0111,728.52,347.66,618.65
14.0155,720.7,352.05,618.16
14.0198,725.59,354.49,618.65
14.0242,719.24,342.29,608.4
14.0286,707.52,343.26,613.77
14.0329,725.59,345.21,610.84
14.0329,715.33,342.29,616.7
14.0389,708.01,345.21,609.37
14.0433,729.98,351.56,626.46
14.0476,715.33,347.17,619.14
14.052,728.03,345.7,625.49
14.0564,711.43,350.59,622.56
14.0607,723.63,342.77,615.72
14.0651,713.38,344.24,630.86
14.0695,726.56,339.84,616.7
14.0738,723.63,349.61,622.56
14.0782,720.7,344.73,623.05
14.0826,720.7,341.8,633.3
14.0869,718.75,350.1,615.23
14.0913,717.77,359.37,606.45
14.0957,731.93,349.61,611.82
14.1,728.52,353.52,618.65
14.1044,715.33,351.56,611.82
14.1088,709.47,338.87,626.46
14.1131,706.05,343.26,616.21
14.1175,715.33,346.68,616.7
14.1219,707.52,335.94,616.21
14.1262,709.47,350.1,611.33
14.1306,713.38,345.7,616.7
14.135,717.77,347.66,610.84
14.1393,724.12,334.47,618.65
14.1437,708.01,355.47,613.28
14.148,707.03,349.12,618.16
14.1524,723.14,347.66,620.12
14.1568,721.19,355.96,617.68
14.1611,725.1,349.61,619.14
14.1655,724.12,353.52,612.79
14.1699,708.5,358.4,620.12
14.1699,713.38,345.7,605.96
14.1759,719.24,357.91,625
14.1802,709.96,334.96,618.16
14.1846,723.63,346.19,610.84
14.1889,716.8,350.59,616.7
14.1933,722.66,346.68,616.21
14.1977,717.77,356.93,621.58
14.2021,729,350.59,611.33
14.2064,722.17,340.82,621.09
14.2108,713.38,358.89,620.12
14.2151,718.75,355.47,615.72
14.2195,717.77,346.19,611.33
14.2238,719.24,334.47,620.61
14.2282,728.52,344.24,599.61
14.2326,718.26,347.66,621.58
14.237,714.84,339.84,609.86
14.2413,697.75,351.07,604.98
14.2457,720.21,354.49,611.33
14.2501,712.89,344.24,614.26
14.2544,721.68,354,612.79
14.2588,712.4,335.45,622.56
14.2632,723.14,351.56,613.28
14.2675,719.73,343.75,617.68
14.2719,724.12,348.63,623.05
14.2763,718.75,347.17,611.82
14.2806,717.29,340.82,618.65
14.285,729.98,346.68,610.84
14.2893,721.19,349.12,624.51
14.2937,720.7,351.56,617.68
14.2981,721.68,346.19,616.7
14.3024,721.68,352.54,625.98
14.3068,709.96,353.03,620.12
14.3068,728.03,357.42,616.7
14.3128,717.77,341.31,625.49
14.3171,717.29,354,622.56
14.3215,723.63,353.03,624.51
14.3259,722.66,358.89,615.72
14.3303,719.24,363.77,619.63
14.3346,721.19,351.56,616.21
14.339,718.75,351.07,620.61
14.3433,729,353.03,609.86
14.3477,721.68,360.35,622.07
14.3521,711.91,352.54,625.49
14.3564,721.68,351.07,610.84
14.3608,726.56,333.98,609.37
14.3652,711.91,342.77,626.46
14.3696,716.8,338.87,604
14.3739,725.59,355.47,617.68
14.3783,724.61,351.56,620.61
14.3826,717.77,353.03,608.4
14.387,721.68,356.45,627.93
14.3914,724.61,343.26,615.23
14.3957,718.75,356.45,627.44
14.4001,719.73,354.98,615.72
14.4045,710.94,348.63,628.91
14.4088,731.45,351.56,617.19
14.4132,726.07,350.59,616.21
14.4176,722.17,346.19,613.28
14.4219,708.5,347.66,620.12
14.4263,726.07,350.59,618.65
14.4306,717.29,343.26,611.33
14.435,716.8,349.12,618.16
14.4394,725.59,353.03,614.26
14.4438,719.24,332.03,621.09
14.4438,727.05,351.07,621.58
14.4497,711.91,344.73,619.14
14.4541,723.14,340.82,600.59
14.4584,727.05,355.96,626.95
14.4628,711.43,348.14,624.02
14.4672,720.21,350.59,619.14
14.4715,715.33,345.7,611.33
14.476,712.4,347.17,612.79
14.4803,725.1,353.03,620.12
14.4847,713.38,346.19,614.75
14.489,731.45,342.77,617.68
14.4934,723.14,351.07,615.72
14.4978,717.77,348.14,612.3
14.5021,710.94,345.7,624.51
14.5065,717.77,348.63,612.79
14.5108,710.94,350.1,613.28
14.5152,723.63,344.73,615.23
14.5196,716.31,353.03,623.54
14.5239,716.8,346.19,617.68
14.5283,714.36,343.75,612.79
14.5327,722.66,352.05,623.54
14.537,720.21,356.45,611.33
14.5414,723.14,345.21,618.65
14.5458,724.61,353.52,615.72
14.5501,724.61,355.96,618.65
14.5545,715.33,339.84,616.21
14.5589,713.87,339.84,625
14.5632,715.33,353.52,623.05
14.5676,718.75,344.24,609.37
14.5719,719.73,349.61,615.23
14.5763,714.36,353.52,624.51
14.5807,723.14,350.1,618.65
14.5807,732.42,357.42,615.72
14.5867,719.73,345.7,620.12
14.591,700.2,338.87,607.91
14.5954,706.54,351.56,609.86
14.5997,716.31,345.7,614.26
14.6041,723.14,342.29,616.7
14.6085,731.93,362.79,615.72
14.6128,714.36,364.75,623.05
14.6172,714.84,352.05,603.52
14.6216,712.4,343.26,608.89
14.6259,720.7,358.4,610.35
14.6303,708.5,357.91,609.37
14.6347,717.29,356.45,629.88
14.639,724.12,347.17,609.86
14.6434,717.77,352.05,607.42
14.6478,710.45,354.98,605.96
14.6521,731.93,345.21,624.51
14.6565,732.42,357.91,614.75
14.6608,718.26,336.43,620.12
14.6652,716.8,345.21,616.7
14.6696,718.26,352.05,623.05
14.674,715.33,343.75,616.7
14.6783,730.47,339.36,617.68
14.6827,704.59,345.7,612.3
14.6871,712.4,336.91,615.23
14.6914,709.47,342.29,622.56
14.6958,721.19,347.66,615.72
14.7002,719.73,350.1,617.68
14.7046,705.08,342.77,627.44
14.7089,708.01,352.05,609.37
14.7133,726.07,344.24,610.84
14.7176,725.59,351.07,613.28
14.7176,717.77,354,619.14
14.7236,731.45,353.52,622.07
14.7281,717.29,345.7,611.82
14.7323,714.36,361.33,618.16
14.7366,717.77,349.12,617.19
14.741,722.17,360.84,620.12
14.7454,718.26,356.93,631.84
14.7497,730.47,351.07,617.19
14.7541,712.89,335.45,607.91
14.7585,730.47,351.07,618.65
14.7629,713.87,345.21,615.23
14.7672,726.56,348.63,624.51
14.7715,722.66,353.52,612.3
14.776,716.31,351.56,619.14
14.7803,724.61,348.14,623.05
14.7846,716.31,353.52,612.3
14.789,715.82,350.1,624.51
14.7934,715.82,355.47,610.35
14.7978,722.17,343.75,606.93
14.8021,716.8,336.91,619.63
14.8065,718.26,345.21,619.14
14.8109,713.38,361.82,627.93
14.8152,725.59,344.73,621.09
14.8196,725.1,343.26,620.12
14.824,712.4,346.19,625.98
14.8283,726.07,345.7,622.56
14.8327,723.14,352.05,604.98
14.8371,724.12,341.8,625.49
14.8414,719.24,362.3,624.51
14.8458,725.1,347.17,613.28
14.8502,717.29,348.14,622.56
14.8545,715.33,349.61,623.05
14.8545,713.87,340.82,620.61
14.8605,720.21,340.82,609.37
14.8649,713.87,361.82,629.88
